age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,turnovers,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,year
30,450,1386,719,769,53,324,61,61,603,619,271,2241,James Harden,64,206,2096,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hardeja01,106,HOUSTON_ROCKETS,273,34.4,2.0,9.0,1.2,15.3,2.7,0.519,7.9,3.0,8.7,28.4,2.2,0.555,9.1,0.616,13.8,36.4,6.3,11.5,0.245,2020
26,48,217,42,73,30,153,50,38,112,24,27,1141,Maurice Harkless,47,120,275,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],harklma01,49,LOS_ANGELES_CLIPPERS,46,5.5,2.3,-0.1,2.4,13.5,1.7,0.194,-2.5,4.4,0.5,9.6,2.0,0.336,9.0,0.584,16.3,10.3,0.6,2.3,0.096,2020
26,20,66,24,25,3,32,12,10,30,15,7,286,Maurice Harkless,8,28,82,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],harklma01,9,NEW_YORK_KNICKS,7,9.7,1.0,-3.5,-0.3,12.3,0.2,0.364,-3.1,2.9,0.3,10.1,1.5,0.379,7.5,0.536,8.4,12.4,-0.1,0.4,0.069,2020
22,0,4,0,2,0,0,3,0,1,0,0,8,Jared Harper,0,0,2,[<Position.POINT_GUARD: 'POINT GUARD'>],harpeja01,0,PHOENIX_SUNS,0,0.0,0.0,-15.8,-5.7,0.0,0.0,0.0,-10.2,0.0,0.0,-5.3,0.0,0.5,0.0,0.25,0.0,21.3,0.0,0.0,-0.253,2020
26,107,812,351,18,72,282,63,2,471,231,0,1749,Montrezl Harrell,163,146,1173,[<Position.CENTER: 'CENTER'>],harremo01,39,LOS_ANGELES_CLIPPERS,108,10.3,3.6,2.9,0.5,16.2,2.5,0.432,2.4,9.9,4.5,23.1,1.1,0.022,13.1,0.607,10.1,25.5,2.2,7.0,0.193,2020
25,118,519,92,210,14,137,56,55,218,75,70,1780,Gary Harris,26,116,581,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],harriga01,76,DENVER_NUGGETS,60,8.9,0.7,-2.4,0.4,8.6,1.7,0.177,-2.8,1.6,0.5,9.7,2.1,0.405,5.1,0.519,9.7,15.1,-0.2,2.2,0.059,2020
28,130,705,83,369,16,212,63,63,332,62,152,1946,Joe Harris,60,138,878,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],harrijo01,38,BROOKLYN_NETS,93,10.3,0.7,-0.5,-0.5,10.9,1.7,0.118,0.0,3.3,2.1,12.7,0.9,0.523,7.2,0.592,11.1,17.9,0.8,3.8,0.094,2020
27,205,1046,191,323,35,386,65,65,494,154,117,2243,Tobias Harris,54,148,1259,[<Position.POWER_FORWARD: 'POWER FORWARD'>],harrito02,49,PHILADELPHIA_76ERS,97,14.6,1.3,0.6,-0.4,19.0,2.6,0.183,1.0,2.7,3.0,16.8,1.1,0.309,10.8,0.557,7.9,23.6,1.5,5.6,0.12,2020
26,49,165,50,42,19,64,43,10,77,39,16,484,Shaquille Harrison,22,55,209,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],harrish01,34,CHICAGO_BULLS,19,15.3,3.7,2.8,2.4,15.3,0.8,0.303,0.4,4.8,0.8,17.8,3.4,0.255,9.8,0.559,9.2,18.1,0.6,1.5,0.153,2020
24,94,481,91,325,21,316,57,14,200,68,111,1563,Josh Hart,54,144,579,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hartjo01,59,NEW_ORLEANS_PELICANS,65,8.0,1.1,-0.6,0.6,21.4,1.7,0.189,-1.2,3.6,1.0,11.7,1.7,0.676,12.5,0.556,11.1,15.3,0.6,2.7,0.083,2020
21,18,67,28,5,12,61,23,2,44,19,0,266,Isaiah Hartenstein,29,41,107,[<Position.CENTER: 'CENTER'>],harteis01,9,HOUSTON_ROCKETS,16,9.8,3.9,0.4,1.3,24.2,0.4,0.418,-0.9,11.4,0.7,18.7,1.6,0.075,17.7,0.674,16.8,14.8,0.2,1.1,0.191,2020
39,1,6,4,2,0,8,3,0,1,3,0,21,Udonis Haslem,0,3,5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hasleud01,0,MIAMI_HEAT,0,6.2,0.0,-12.7,-3.0,41.0,0.0,0.667,-9.7,0.0,0.0,3.0,0.0,0.333,21.4,0.322,0.0,16.3,-0.1,0.0,-0.032,2020
19,51,235,173,4,53,141,56,12,155,109,1,951,Jaxson Hayes,82,142,420,[<Position.CENTER: 'CENTER'>],hayesja02,23,NEW_ORLEANS_PELICANS,41,7.5,4.6,0.1,0.8,15.7,1.0,0.736,-0.8,9.0,2.5,17.8,1.1,0.017,12.3,0.675,11.6,15.1,0.5,3.5,0.176,2020
29,185,607,111,189,20,249,45,45,305,94,74,1501,Gordon Hayward,45,81,778,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],haywago01,35,BOSTON_CELTICS,79,19.0,1.2,2.9,0.3,17.6,1.9,0.183,2.6,3.2,3.1,18.2,1.1,0.311,10.5,0.593,10.8,20.9,1.8,5.0,0.16,2020
29,43,120,33,31,32,82,29,2,61,17,6,412,John Henson,32,55,145,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hensojo01,16,CLEVELAND_CAVALIERS,21,15.2,6.7,1.1,2.3,22.3,0.5,0.275,-1.1,8.5,0.4,16.9,1.9,0.258,15.4,0.539,13.5,16.1,0.3,0.9,0.109,2020
29,11,51,13,5,10,34,11,6,34,6,2,188,John Henson,14,23,76,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hensojo01,8,DETROIT_PISTONS,15,9.3,4.5,0.6,1.7,20.8,0.2,0.255,-1.1,8.3,0.2,17.1,2.1,0.098,14.5,0.67,20.9,16.7,0.1,0.4,0.11,2020
23,0,5,2,1,0,5,4,0,1,2,0,11,Dewan Hernandez,2,6,4,[<Position.CENTER: 'CENTER'>],hernade01,1,TORONTO_RAPTORS,1,0.0,0.0,-21.3,-3.0,47.0,0.0,0.4,-18.3,19.6,0.0,4.2,4.3,0.2,33.6,0.34,14.5,26.8,-0.1,0.0,0.003,2020
24,22,110,25,60,5,71,34,0,38,16,15,422,Juan Hernangómez,24,29,107,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hernaju01,5,DENVER_NUGGETS,18,6.7,1.1,-5.2,-1.1,18.7,0.4,0.227,-4.0,6.3,-0.2,6.9,0.6,0.545,12.5,0.442,12.9,14.3,-0.3,0.1,0.014,2020
24,18,137,46,69,4,83,14,14,62,28,29,411,Juan Hernangómez,19,35,181,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hernaju01,14,MINNESOTA_TIMBERWOLVES,14,6.4,0.8,-1.4,-1.0,22.1,0.4,0.336,-0.4,4.7,0.5,14.1,1.6,0.504,13.1,0.576,8.2,17.1,0.1,0.8,0.098,2020
25,29,139,59,22,7,91,31,0,74,37,5,375,Willy Hernangómez,43,32,190,[<Position.CENTER: 'CENTER'>],hernawi01,10,CHARLOTTE_HORNETS,30,13.5,1.7,0.1,-0.5,27.5,0.4,0.424,0.6,12.1,0.4,19.2,1.3,0.158,19.5,0.576,15.4,22.9,0.2,0.8,0.107,2020
20,91,532,79,253,7,173,47,6,220,66,99,1280,Tyler Herro,14,59,605,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],herroty01,30,MIAMI_HEAT,72,11.1,0.5,-2.3,-1.3,14.6,1.1,0.148,-1.0,1.3,-0.3,11.4,1.1,0.476,8.2,0.534,11.3,22.0,-0.1,0.9,0.033,2020
23,1,11,0,8,0,2,7,0,1,0,0,19,Kevin Hervey,0,1,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],herveke01,0,OKLAHOMA_CITY_THUNDER,0,6.7,0.0,-19.9,-6.5,11.3,0.0,0.0,-13.4,0.0,-0.2,-14.9,0.0,0.727,5.8,0.091,0.0,25.5,-0.1,-0.2,-0.471,2020
24,42,189,51,64,9,136,47,4,81,42,21,767,Mario Hezonja,26,92,225,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hezonma01,28,PORTLAND_TRAIL_BLAZERS,37,7.2,1.0,-2.9,0.2,18.1,0.6,0.27,-3.1,3.6,0.1,9.5,1.7,0.339,10.9,0.532,14.9,13.7,-0.2,0.7,0.046,2020
27,197,1062,131,618,17,249,64,44,456,112,244,2045,Buddy Hield,57,150,1268,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hieldbu01,60,SACRAMENTO_KINGS,150,15.8,0.8,1.4,-1.3,14.1,1.5,0.123,2.6,3.1,1.6,16.3,1.4,0.582,8.4,0.566,11.8,27.1,1.7,3.1,0.074,2020
33,151,336,83,152,4,109,52,0,178,69,73,1103,George Hill,45,75,498,[<Position.POINT_GUARD: 'POINT GUARD'>],hillge01,42,MILWAUKEE_BUCKS,49,18.4,0.3,3.2,1.4,9.2,1.9,0.247,1.8,4.3,3.2,17.5,1.7,0.452,6.9,0.668,11.6,15.8,1.5,5.1,0.22,2020
28,94,233,38,147,7,120,48,3,96,26,56,901,Solomon Hill,24,73,274,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hillso01,31,MEMPHIS_GRIZZLIES,40,13.3,0.7,-1.4,0.2,13.7,0.8,0.163,-1.6,2.8,0.5,10.2,1.6,0.631,8.4,0.549,13.8,13.4,0.1,1.3,0.071,2020
28,4,15,4,9,5,7,6,1,4,4,3,91,Solomon Hill,3,5,15,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hillso01,5,MIAMI_HEAT,7,5.7,5.5,-3.7,0.8,8.3,0.1,0.267,-4.5,3.9,-0.1,5.9,2.7,0.6,6.2,0.447,29.5,11.5,0.0,0.0,-0.006,2020
20,4,32,13,3,0,18,13,0,15,8,0,103,Jaylen Hoard,14,12,38,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hoardja01,5,PORTLAND_TRAIL_BLAZERS,4,5.4,0.0,-1.9,-1.1,17.8,0.1,0.406,-0.9,14.3,0.1,14.9,2.3,0.094,16.1,0.504,9.6,17.2,0.0,0.2,0.096,2020
23,193,496,72,203,13,111,58,26,202,62,80,1368,Aaron Holiday,21,102,546,[<Position.POINT_GUARD: 'POINT GUARD'>],holidaa01,45,INDIANA_PACERS,75,19.5,0.8,-1.7,-0.3,8.9,1.4,0.145,-1.4,1.7,0.4,11.7,1.6,0.409,5.3,0.517,12.4,19.4,0.1,1.7,0.06,2020
29,378,931,170,322,44,198,55,55,421,119,115,1922,Jrue Holiday,70,125,1076,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],holidjr01,92,NEW_ORLEANS_PELICANS,158,29.8,1.9,2.3,0.3,10.9,1.8,0.183,1.9,3.8,2.1,17.5,2.2,0.346,7.3,0.535,13.6,24.7,2.1,4.0,0.099,2020
30,87,432,59,288,42,176,65,2,190,46,122,1617,Justin Holiday,30,119,548,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],holidju01,75,INDIANA_PACERS,40,7.1,2.3,1.6,1.7,11.9,2.2,0.137,0.0,2.1,1.7,12.7,2.3,0.667,7.0,0.598,8.0,13.5,1.5,4.0,0.117,2020
25,90,295,129,17,22,152,52,5,139,95,2,998,Rondae Hollis-Jefferson,102,105,375,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],holliro01,44,TORONTO_RAPTORS,49,12.9,2.1,0.5,1.5,15.8,1.8,0.437,-1.1,11.0,1.4,15.5,2.1,0.058,13.4,0.533,12.2,17.2,0.6,3.2,0.153,2020
26,39,321,100,0,55,207,39,33,210,80,0,1125,Richaun Holmes,118,152,500,[<Position.CENTER: 'CENTER'>],holmeri01,39,SACRAMENTO_KINGS,49,5.4,4.7,1.5,0.9,21.3,1.5,0.312,0.6,11.5,3.2,20.5,1.7,0.0,16.3,0.685,11.8,16.0,1.0,4.6,0.198,2020
27,32,172,27,71,4,62,21,21,87,21,35,619,Rodney Hood,10,46,230,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hoodro01,17,PORTLAND_TRAIL_BLAZERS,19,7.1,0.5,-0.9,-0.5,10.2,0.2,0.157,-0.4,1.7,0.9,12.2,1.3,0.413,6.0,0.625,9.4,13.9,0.2,1.1,0.087,2020
33,244,654,73,264,55,320,60,57,289,55,89,1848,Al Horford,92,128,722,[<Position.CENTER: 'CENTER'>],horfoal01,52,PHILADELPHIA_76ERS,65,19.2,2.5,2.2,1.1,19.1,2.5,0.112,1.1,5.5,2.5,15.6,1.4,0.404,12.3,0.526,8.7,17.6,2.0,5.0,0.13,2020
19,2,1,0,1,0,0,2,0,0,0,0,5,Talen Horton-Tucker,0,0,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hortota01,1,LOS_ANGELES_LAKERS,0,44.9,0.0,7.8,7.2,0.0,0.0,0.0,0.6,0.0,0.0,14.8,9.5,1.0,0.0,0.0,0.0,8.4,0.0,0.0,0.11,2020
26,78,482,85,311,32,190,58,47,206,68,113,1739,Danuel House,56,119,593,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],houseda01,64,HOUSTON_ROCKETS,49,6.1,1.6,-0.5,0.1,11.5,1.6,0.176,-0.6,3.4,1.9,11.4,1.7,0.645,7.4,0.571,8.6,13.5,0.7,3.5,0.096,2020
34,42,257,180,5,76,301,62,2,188,89,3,1193,Dwight Howard,156,200,468,[<Position.CENTER: 'CENTER'>],howardw01,27,LOS_ANGELES_LAKERS,73,4.8,5.6,0.5,1.4,26.8,2.4,0.7,-0.8,14.6,2.6,18.7,1.1,0.019,20.9,0.696,17.8,14.5,0.8,5.0,0.202,2020
26,1,4,0,4,0,2,2,0,0,0,0,13,William Howard,0,1,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],howarwi01,0,HOUSTON_ROCKETS,1,9.0,0.0,-20.7,-5.7,16.2,0.0,0.0,-14.9,0.0,-0.1,-12.7,0.0,1.0,8.1,0.0,20.0,15.9,-0.1,-0.1,-0.354,2020
21,213,610,64,334,27,193,56,48,252,53,127,1760,Kevin Huerter,35,139,684,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],huertke01,51,ATLANTA_HAWKS,87,17.5,1.3,-1.6,-0.9,12.0,0.6,0.105,-0.6,2.1,1.0,11.5,1.4,0.548,7.0,0.536,12.0,17.1,0.2,1.6,0.042,2020
22,112,683,144,304,18,242,63,62,280,110,108,2018,De'Andre Hunter,44,182,778,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],huntede01,44,ATLANTA_HAWKS,103,8.0,0.7,-4.7,-1.8,13.1,0.5,0.211,-2.8,2.3,-0.4,8.6,1.0,0.445,7.6,0.521,12.1,17.5,-1.4,0.1,0.001,2020
23,26,175,78,38,7,90,28,10,80,46,12,527,Chandler Hutchison,18,47,218,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hutchch01,27,CHICAGO_BULLS,27,7.4,1.3,-2.6,0.1,19.8,0.7,0.446,-2.7,3.6,0.0,12.4,2.5,0.217,11.3,0.521,11.4,19.1,-0.1,0.7,0.06,2020
30,73,623,119,166,42,310,50,27,323,89,66,1377,Serge Ibaka,104,138,801,[<Position.CENTER: 'CENTER'>],ibakase01,24,TORONTO_RAPTORS,100,8.8,2.9,0.4,-0.1,23.3,2.4,0.191,0.5,8.2,1.5,18.0,0.8,0.266,15.9,0.593,12.9,24.1,0.9,3.9,0.136,2020
36,28,51,8,24,16,43,14,0,25,2,9,259,Andre Iguodala,10,28,61,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],iguodan01,8,MIAMI_HEAT,17,15.1,6.1,-0.7,1.9,17.9,0.4,0.157,-2.5,4.5,0.0,11.0,1.5,0.471,11.5,0.559,23.8,12.2,0.1,0.4,0.078,2020
32,47,290,75,124,14,216,56,8,137,62,46,895,Ersan İlyasova,60,87,382,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ilyaser01,23,MILWAUKEE_BUCKS,33,7.0,1.4,0.6,0.8,22.5,1.9,0.259,-0.2,7.1,1.5,15.2,1.2,0.428,15.2,0.591,9.3,16.4,0.6,3.4,0.18,2020
32,331,494,84,310,9,233,64,37,218,65,123,1916,Joe Ingles,23,135,624,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],inglejo01,57,UTAH_JAZZ,124,24.0,0.4,0.7,0.7,12.7,2.0,0.17,0.0,1.4,2.4,12.5,1.5,0.628,7.3,0.588,18.9,15.0,1.3,4.3,0.108,2020
22,241,1006,330,354,37,301,56,56,469,283,137,1919,Brandon Ingram,49,162,1358,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ingrabr01,56,NEW_ORLEANS_PELICANS,174,19.8,1.6,2.4,-0.3,16.6,1.7,0.328,2.7,2.7,3.2,19.2,1.3,0.352,9.6,0.59,13.1,28.2,2.1,4.9,0.122,2020
27,128,416,102,142,10,81,20,20,199,94,56,658,Kyrie Irving,22,53,548,[<Position.POINT_GUARD: 'POINT GUARD'>],irvinky01,27,BROOKLYN_NETS,52,37.4,1.3,7.6,1.0,12.4,0.8,0.245,6.6,3.5,2.1,26.3,1.9,0.341,8.1,0.595,10.1,32.6,1.6,3.0,0.216,2020
22,44,322,73,91,78,165,32,32,149,56,30,949,Jonathan Isaac,57,79,384,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],isaacjo01,50,ORLANDO_MAGIC,47,7.0,7.4,2.0,2.9,19.3,1.9,0.227,-0.8,6.2,0.4,16.9,2.6,0.283,12.6,0.542,11.7,18.3,1.0,2.3,0.114,2020
25,46,194,76,67,11,90,45,18,77,62,21,810,Wesley Iwundu,23,62,237,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],iwundwe01,25,ORLANDO_MAGIC,18,7.9,1.2,-2.9,0.2,12.4,0.8,0.392,-3.1,2.9,0.6,9.9,1.5,0.345,7.5,0.521,7.3,13.1,-0.2,1.4,0.08,2020
21,41,257,64,120,4,52,51,1,99,48,39,656,Frank Jackson,19,67,285,[<Position.POINT_GUARD: 'POINT GUARD'>],jacksfr01,15,NEW_ORLEANS_PELICANS,43,8.6,0.5,-6.0,-2.0,8.4,0.3,0.249,-4.0,3.0,-0.4,7.7,1.1,0.467,5.7,0.5,13.1,20.4,-0.7,-0.1,-0.005,2020
20,76,701,166,340,87,201,54,54,328,123,135,1512,Jaren Jackson Jr.,53,219,914,[<Position.CENTER: 'CENTER'>],jacksja02,36,MEMPHIS_GRIZZLIES,94,7.5,5.0,0.2,0.0,13.7,1.7,0.237,0.2,3.8,1.5,16.1,1.1,0.485,8.8,0.59,10.8,23.9,0.8,3.1,0.1,2020
22,31,155,44,72,9,47,18,0,68,29,23,357,Josh Jackson,11,39,188,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jacksjo02,18,MEMPHIS_GRIZZLIES,25,12.4,2.2,0.0,1.2,13.5,0.4,0.284,-1.1,3.3,0.0,14.0,2.4,0.465,8.5,0.539,12.5,23.2,0.2,0.5,0.062,2020
24,49,311,44,151,10,115,58,2,124,36,45,929,Justin Jackson,27,58,329,[<Position.POWER_FORWARD: 'POWER FORWARD'>],jacksju01,12,DALLAS_MAVERICKS,12,7.2,0.9,-2.9,-1.2,12.7,0.6,0.141,-1.7,3.1,0.7,10.0,0.6,0.486,8.0,0.498,3.5,15.8,-0.2,1.3,0.066,2020
29,72,198,33,82,1,30,14,10,76,26,31,381,Reggie Jackson,11,21,209,[<Position.POINT_GUARD: 'POINT GUARD'>],jacksre01,8,DETROIT_PISTONS,23,30.8,0.2,-0.5,-2.2,9.1,0.1,0.167,1.7,3.2,0.3,14.8,1.0,0.414,6.1,0.492,9.8,27.0,0.1,0.4,0.047,2020
29,29,59,10,31,4,22,9,1,31,9,14,175,Reggie Jackson,4,19,85,[<Position.POINT_GUARD: 'POINT GUARD'>],jacksre01,2,LOS_ANGELES_CLIPPERS,17,24.2,2.0,2.8,0.6,12.7,0.2,0.169,2.1,2.4,0.3,15.6,0.5,0.525,7.7,0.67,21.1,19.1,0.2,0.5,0.142,2020
23,16,78,21,26,9,24,34,0,33,10,9,218,Justin James,6,16,85,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jamesju01,6,SACRAMENTO_KINGS,8,10.8,3.9,-0.7,0.2,12.7,0.2,0.269,-1.0,3.0,0.0,11.5,1.3,0.333,7.8,0.487,8.4,19.0,0.1,0.2,0.037,2020
35,636,1176,343,381,30,414,60,60,586,239,133,2094,LeBron James,59,106,1544,[<Position.POINT_GUARD: 'POINT GUARD'>],jamesle01,74,LOS_ANGELES_LAKERS,239,49.7,1.3,8.7,1.9,21.0,3.4,0.292,6.8,3.1,6.1,26.0,1.7,0.324,12.3,0.582,15.3,31.6,5.7,9.5,0.218,2020
26,4,14,14,0,3,13,18,0,5,5,0,74,Amile Jefferson,10,7,15,[<Position.POWER_FORWARD: 'POWER FORWARD'>],jeffeam01,1,ORLANDO_MAGIC,3,7.2,3.7,-5.9,-1.0,19.5,0.1,1.0,-4.9,14.0,0.0,8.9,0.7,0.0,16.7,0.372,13.0,13.5,-0.1,0.0,0.023,2020
22,1,7,0,4,0,0,6,0,3,0,1,19,DaQuan Jeffries,1,3,7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jeffrda01,1,SACRAMENTO_KINGS,0,7.8,0.0,-2.6,-0.3,0.0,0.0,0.0,-2.3,5.8,0.0,10.7,2.6,0.571,3.0,0.5,0.0,16.1,0.0,0.0,0.081,2020
22,43,106,14,47,3,35,28,0,37,11,13,315,Ty Jerome,6,28,98,[<Position.POINT_GUARD: 'POINT GUARD'>],jeromty01,14,PHOENIX_SUNS,18,18.8,0.8,-3.8,0.0,12.6,0.3,0.132,-3.9,2.1,-0.3,8.1,2.1,0.443,7.2,0.437,13.8,17.6,-0.1,0.0,-0.002,2020
23,2,15,6,0,0,11,13,0,7,4,0,54,Alize Johnson,7,6,18,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsal02,0,INDIANA_PACERS,3,5.0,0.0,-4.8,-1.6,22.3,0.1,0.4,-3.2,14.4,0.0,10.8,0.0,0.0,18.4,0.51,14.5,16.8,0.0,0.1,0.07,2020
24,2,18,2,6,0,5,8,0,5,2,1,46,B.J. Johnson,1,0,13,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsbj01,2,ORLANDO_MAGIC,3,6.1,0.0,-9.7,-2.5,12.1,0.0,0.111,-7.2,2.3,-0.2,2.5,2.1,0.333,7.0,0.344,13.7,20.6,-0.1,-0.1,-0.132,2020
23,52,325,46,229,16,101,49,1,136,35,91,996,Cameron Johnson,39,72,398,[<Position.POWER_FORWARD: 'POWER FORWARD'>],johnsca02,30,PHOENIX_SUNS,29,7.4,1.4,-0.2,-0.7,11.5,0.7,0.142,0.5,4.3,1.1,12.2,1.4,0.705,7.8,0.576,7.7,16.0,0.5,1.8,0.086,2020
32,21,87,14,45,13,44,18,0,39,8,16,281,James Johnson,8,34,102,[<Position.POWER_FORWARD: 'POWER FORWARD'>],johnsja01,6,MIAMI_HEAT,15,11.1,4.6,-1.9,0.7,16.9,0.4,0.161,-2.6,3.3,0.0,11.1,1.0,0.517,10.4,0.547,13.9,17.0,0.0,0.4,0.066,2020
32,53,128,34,46,19,49,14,1,64,23,17,338,James Johnson,17,46,168,[<Position.POWER_FORWARD: 'POWER FORWARD'>],johnsja01,19,MINNESOTA_TIMBERWOLVES,33,24.4,4.7,1.7,1.5,15.9,0.4,0.266,0.2,5.1,0.3,17.9,2.6,0.359,10.3,0.588,18.8,21.4,0.3,0.8,0.109,2020
20,6,31,10,5,1,12,9,0,16,7,2,92,Keldon Johnson,5,9,41,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnske04,5,SAN_ANTONIO_SPURS,3,9.4,1.0,-0.9,-0.6,14.1,0.1,0.323,-0.3,5.8,0.2,16.6,2.6,0.161,10.0,0.579,7.8,18.1,0.0,0.2,0.119,2020
23,8,31,6,13,2,19,20,0,8,5,2,96,Stanley Johnson,3,10,23,[<Position.POWER_FORWARD: 'POWER FORWARD'>],johnsst04,4,TORONTO_RAPTORS,8,11.0,2.0,-6.5,1.4,20.5,0.2,0.194,-7.9,3.4,-0.3,3.1,2.0,0.419,12.1,0.342,19.2,18.6,-0.1,-0.1,-0.068,2020
27,50,171,32,83,8,42,31,3,65,24,24,515,Tyler Johnson,10,43,178,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],johnsty01,12,PHOENIX_SUNS,24,13.5,1.4,-3.7,-0.7,9.3,0.3,0.187,-3.0,2.1,-0.2,8.1,1.1,0.485,5.6,0.481,11.5,17.3,-0.2,0.1,0.011,2020
24,446,969,268,226,43,508,65,65,512,218,71,2101,Nikola Jokić,155,200,1313,[<Position.CENTER: 'CENTER'>],jokicni01,77,DENVER_NUGGETS,202,34.3,1.9,7.6,2.3,26.9,3.2,0.277,5.4,8.2,6.0,25.0,1.8,0.233,17.6,0.604,15.7,26.6,5.1,9.2,0.209,2020
24,35,178,84,9,40,132,55,27,121,62,2,887,Damian Jones,74,149,306,[<Position.CENTER: 'CENTER'>],jonesda03,26,ATLANTA_HAWKS,28,5.6,3.8,-1.4,0.1,16.2,0.6,0.472,-1.6,8.9,2.2,15.5,1.4,0.051,12.5,0.712,11.5,11.4,0.1,2.8,0.152,2020
22,57,323,113,126,36,156,51,15,166,88,34,1249,Derrick Jones Jr.,57,114,454,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jonesde02,54,MIAMI_HEAT,27,6.7,2.9,0.8,1.1,13.5,1.6,0.35,-0.4,5.4,2.3,14.8,2.1,0.39,9.6,0.609,6.8,14.1,0.9,3.9,0.15,2020
23,285,429,58,124,6,94,65,6,197,43,47,1232,Tyus Jones,9,44,484,[<Position.POINT_GUARD: 'POINT GUARD'>],jonesty01,59,MEMPHIS_GRIZZLIES,55,31.7,0.4,0.6,0.1,7.9,1.0,0.135,0.4,0.8,2.0,15.7,2.2,0.289,4.4,0.532,10.8,17.2,0.8,3.0,0.115,2020
31,105,287,122,0,52,420,56,6,191,83,0,1234,DeAndre Jordan,141,114,465,[<Position.CENTER: 'CENTER'>],jordade01,18,BROOKLYN_NETS,74,12.8,3.5,2.8,1.8,34.2,2.3,0.425,1.1,12.1,3.0,20.0,0.7,0.0,23.4,0.682,17.8,14.1,1.5,5.3,0.204,2020
28,218,369,58,134,21,126,64,22,155,48,47,1538,Cory Joseph,37,121,405,[<Position.POINT_GUARD: 'POINT GUARD'>],josepco01,46,SACRAMENTO_KINGS,64,19.4,1.3,-1.8,0.3,9.5,1.0,0.157,-2.1,2.6,1.1,10.3,1.5,0.363,6.0,0.513,14.0,13.0,0.1,2.2,0.067,2020
22,2,32,5,20,2,10,12,0,14,5,9,64,Mfiondu Kabengele,1,9,42,[<Position.CENTER: 'CENTER'>],kabenmf01,2,LOS_ANGELES_CLIPPERS,2,4.9,2.7,2.1,-0.1,15.7,0.1,0.156,2.2,1.7,0.1,18.2,1.5,0.625,8.9,0.614,5.5,23.5,0.1,0.2,0.175,2020
