age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,turnovers,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,year
26,5,4,6,2,0,2,3,0,0,5,0,40,Chasson Randle,0,3,5,[<Position.POINT_GUARD: 'POINT GUARD'>],randlch01,2,GOLDEN_STATE_WARRIORS,0,15.7,0.0,-5.8,0.1,5.6,0.0,1.5,-5.9,0.0,0.0,6.7,2.4,0.5,2.7,0.377,0.0,7.1,0.0,0.0,0.044,2020
25,198,1006,352,231,22,471,64,64,463,258,64,2080,Julius Randle,151,178,1248,[<Position.POWER_FORWARD: 'POWER FORWARD'>],randlju01,51,NEW_YORK_KNICKS,193,15.8,1.0,-0.3,-1.0,24.9,1.7,0.35,0.7,7.5,1.0,17.5,1.2,0.23,16.0,0.538,14.3,27.6,0.9,2.7,0.062,2020
22,0,1,0,0,0,0,2,0,0,0,0,1,Josh Reaves,0,0,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],reavejo02,0,DALLAS_MAVERICKS,0,0.0,0.0,-39.5,-15.1,0.0,0.0,0.0,-24.4,0.0,0.0,-40.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,-1.036,2020
20,87,554,126,250,28,181,58,34,213,101,83,1551,Cam Reddish,35,132,610,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],reddica01,62,ATLANTA_HAWKS,96,8.0,1.5,-4.2,-1.0,12.7,0.8,0.227,-3.2,2.4,-1.2,9.0,1.9,0.451,7.5,0.5,13.6,18.9,-0.9,-0.4,-0.011,2020
35,108,558,163,345,9,131,54,35,251,147,156,1425,J.J. Redick,9,86,805,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],redicjj01,19,NEW_ORLEANS_PELICANS,65,10.8,0.5,0.4,-1.6,9.7,0.6,0.292,2.0,0.7,3.2,15.1,0.6,0.618,5.2,0.639,9.4,19.9,0.9,3.7,0.125,2020
20,35,243,53,97,22,90,30,11,100,37,32,495,Naz Reid,34,83,269,[<Position.CENTER: 'CENTER'>],reidna01,19,MINNESOTA_TIMBERWOLVES,22,11.2,3.7,-1.9,-0.3,19.9,0.6,0.218,-1.6,7.0,0.2,15.3,1.8,0.399,13.2,0.505,7.6,24.0,0.0,0.8,0.074,2020
26,148,574,128,214,34,125,48,46,246,101,70,1474,Josh Richardson,37,120,663,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],richajo01,45,PHILADELPHIA_76ERS,91,14.8,2.0,-1.7,-0.2,9.4,1.6,0.223,-1.5,2.8,0.3,12.1,1.5,0.373,6.1,0.526,12.6,21.1,0.1,1.9,0.062,2020
27,96,432,90,232,10,117,60,4,182,60,83,1402,Austin Rivers,25,112,507,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],riverau01,42,HOUSTON_ROCKETS,35,9.5,0.6,-2.3,-0.4,8.8,1.0,0.208,-1.9,1.9,1.3,10.3,1.4,0.537,5.3,0.538,6.9,14.9,-0.1,2.2,0.077,2020
25,91,613,53,543,15,203,65,60,286,48,243,1949,Duncan Robinson,9,179,863,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],robindu01,35,MIAMI_HEAT,60,7.0,0.8,0.3,-0.9,11.2,1.5,0.086,1.2,0.5,3.2,12.8,0.9,0.886,6.1,0.678,8.6,15.8,1.1,4.7,0.116,2020
26,85,507,74,170,14,160,48,48,244,63,68,1516,Glenn Robinson III,66,82,619,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],robingl02,45,GOLDEN_STATE_WARRIORS,50,8.8,0.8,-1.7,-1.2,11.9,0.6,0.146,-0.5,4.6,1.5,13.1,1.4,0.335,8.1,0.574,8.5,16.6,0.1,2.1,0.067,2020
26,11,71,9,21,2,22,12,4,37,9,6,227,Glenn Robinson III,12,15,89,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],robingl02,8,PHILADELPHIA_76ERS,3,7.1,0.8,-1.1,-0.9,10.7,0.2,0.127,-0.2,5.8,0.5,14.9,1.7,0.296,8.3,0.594,3.8,14.8,0.1,0.7,0.147,2020
22,46,136,19,67,8,55,42,1,46,11,19,476,Jerome Robinson,5,55,122,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],robinje01,13,LOS_ANGELES_CLIPPERS,26,12.6,1.5,-4.8,0.6,11.6,0.6,0.14,-5.4,1.1,-0.6,4.8,1.3,0.493,6.5,0.423,15.3,14.9,-0.3,0.0,-0.002,2020
22,19,80,10,37,6,42,13,3,29,9,12,272,Jerome Robinson,4,28,79,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],robinje01,9,WASHINGTON_WIZARDS,8,9.2,1.9,-3.9,-0.6,17.6,0.1,0.125,-3.3,1.6,-0.1,8.1,1.5,0.463,9.3,0.468,8.7,14.1,-0.1,0.1,0.011,2020
22,7,12,0,5,1,4,9,0,5,0,3,49,Justin Robinson,1,2,13,[<Position.POINT_GUARD: 'POINT GUARD'>],robinju01,0,WASHINGTON_WIZARDS,3,18.6,1.8,-5.7,-3.1,9.3,0.0,0.0,-2.6,2.2,0.0,8.2,0.0,0.417,5.6,0.542,20.0,12.7,0.0,0.0,0.006,2020
21,36,341,148,0,119,242,61,7,253,84,0,1412,Mitchell Robinson,186,194,590,[<Position.CENTER: 'CENTER'>],robinmi01,52,NEW_YORK_KNICKS,37,3.9,8.0,3.0,1.3,18.8,2.0,0.434,1.6,13.7,4.8,23.5,1.8,0.0,16.2,0.726,8.3,13.3,1.8,6.8,0.23,2020
21,0,1,0,0,0,2,3,0,0,0,0,11,Isaiah Roby,0,1,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],robyis01,0,OKLAHOMA_CITY_THUNDER,1,0.0,0.0,-15.5,-3.5,19.5,0.0,0.0,-12.0,0.0,-0.1,-7.7,0.0,0.0,10.1,0.0,50.0,8.0,0.0,0.0,-0.191,2020
33,240,328,41,125,2,119,48,3,137,27,41,984,Rajon Rondo,23,58,342,[<Position.POINT_GUARD: 'POINT GUARD'>],rondora01,40,LOS_ANGELES_LAKERS,91,32.4,0.2,-1.2,0.0,12.9,1.3,0.125,-1.1,2.6,0.2,12.4,1.9,0.381,7.9,0.494,20.8,18.7,0.2,1.5,0.073,2020
31,278,753,139,147,16,94,50,15,369,121,45,1298,Derrick Rose,27,49,904,[<Position.POINT_GUARD: 'POINT GUARD'>],rosede01,40,DETROIT_PISTONS,126,40.5,1.0,2.2,-1.7,8.3,0.6,0.185,4.0,2.3,1.9,21.1,1.5,0.195,5.3,0.555,13.4,31.6,1.4,2.5,0.093,2020
28,74,777,161,454,22,190,63,0,316,136,162,1723,Terrence Ross,13,95,930,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],rosste01,69,ORLANDO_MAGIC,62,6.8,1.2,-0.4,-0.3,12.3,1.8,0.207,0.0,0.8,1.0,14.2,2.0,0.584,6.3,0.548,6.8,22.8,0.7,2.9,0.08,2020
25,259,941,190,423,10,226,63,63,398,166,172,2164,Terry Rozier,50,126,1134,[<Position.POINT_GUARD: 'POINT GUARD'>],roziete01,61,CHARLOTTE_HORNETS,141,20.4,0.4,-0.4,-1.3,11.8,1.1,0.202,0.8,2.4,1.9,14.9,1.4,0.45,7.0,0.553,12.1,23.7,0.8,3.0,0.067,2020
29,507,611,204,188,9,223,57,57,252,174,66,1802,Ricky Rubio,42,143,744,[<Position.POINT_GUARD: 'POINT GUARD'>],rubiori01,88,PHOENIX_SUNS,155,39.9,0.4,0.7,0.2,14.0,1.7,0.334,0.5,2.5,2.4,16.3,2.3,0.308,8.2,0.531,18.1,20.2,1.2,4.1,0.109,2020
23,206,635,144,321,9,108,33,33,273,113,120,1060,D'Angelo Russell,14,64,779,[<Position.POINT_GUARD: 'POINT GUARD'>],russeda01,31,GOLDEN_STATE_WARRIORS,101,36.0,0.8,2.6,-1.9,11.4,0.4,0.227,4.5,1.4,0.9,19.1,1.4,0.506,6.2,0.558,12.6,32.2,1.2,1.3,0.059,2020
23,79,211,55,110,4,52,12,12,87,48,38,392,D'Angelo Russell,3,22,260,[<Position.POINT_GUARD: 'POINT GUARD'>],russeda01,17,MINNESOTA_TIMBERWOLVES,46,33.1,0.8,0.2,-1.7,14.5,0.3,0.261,1.8,0.8,0.2,17.6,2.0,0.521,7.4,0.553,16.4,29.5,0.2,0.5,0.064,2020
23,310,848,296,67,30,582,62,62,458,214,17,2159,Domantas Sabonis,189,195,1147,[<Position.CENTER: 'CENTER'>],sabondo01,47,INDIANA_PACERS,170,21.7,1.2,3.2,1.1,29.5,3.3,0.349,2.1,9.7,4.2,20.7,1.1,0.079,19.7,0.586,14.8,23.4,2.9,7.6,0.168,2020
20,3,4,0,2,0,2,1,0,0,0,0,12,Luka Šamanić,0,0,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],samanlu01,0,SAN_ANTONIO_SPURS,0,28.9,0.0,-11.9,-4.5,18.0,0.0,0.0,-7.4,0.0,-0.1,-3.4,0.0,0.5,9.0,0.0,0.0,14.5,0.0,-0.1,-0.252,2020
26,9,81,20,13,9,44,26,10,48,11,2,340,JaKarr Sampson,15,43,109,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],sampsja02,9,INDIANA_PACERS,7,3.6,2.3,-1.8,0.8,14.2,0.4,0.247,-2.7,4.9,0.4,11.8,1.3,0.16,9.6,0.607,7.2,12.5,0.0,0.8,0.117,2020
25,109,470,95,214,15,256,58,50,217,79,73,1441,Dario Šarić,89,132,586,[<Position.POWER_FORWARD: 'POWER FORWARD'>],saricda01,34,PHOENIX_SUNS,72,10.9,0.9,-0.9,-0.4,20.2,1.2,0.202,-0.5,6.7,1.5,13.3,1.1,0.455,13.3,0.572,12.3,17.2,0.4,2.7,0.091,2020
28,354,551,121,199,7,178,65,64,237,106,64,1878,Tomáš Satoranský,76,135,644,[<Position.POINT_GUARD: 'POINT GUARD'>],satorto01,80,CHICAGO_BULLS,130,27.1,0.4,-1.2,-0.2,11.0,1.7,0.22,-1.0,4.3,1.8,13.5,2.1,0.361,7.5,0.533,17.7,16.7,0.4,3.5,0.09,2020
22,14,75,13,47,3,28,27,2,30,9,14,293,Admiral Schofield,6,41,83,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],schofad01,8,WASHINGTON_WIZARDS,7,6.2,0.9,-5.3,-1.1,10.9,0.0,0.173,-4.2,2.2,0.1,6.8,1.3,0.627,6.4,0.514,8.0,12.5,-0.2,0.1,0.02,2020
26,256,945,230,320,14,214,63,1,442,193,122,1952,Dennis Schröder,19,138,1199,[<Position.POINT_GUARD: 'POINT GUARD'>],schrode01,43,OKLAHOMA_CITY_THUNDER,159,21.6,0.6,-0.1,-1.2,11.8,1.6,0.243,1.1,1.1,1.9,16.8,1.1,0.339,6.6,0.573,13.2,27.2,1.0,3.5,0.086,2020
31,48,319,30,204,5,167,63,10,130,25,73,1119,Mike Scott,58,85,358,[<Position.POWER_FORWARD: 'POWER FORWARD'>],scottmi01,19,PHILADELPHIA_76ERS,24,5.9,0.4,-2.3,-1.1,16.5,1.1,0.094,-1.2,5.7,1.0,10.2,0.8,0.639,11.1,0.539,6.7,13.8,-0.1,2.1,0.089,2020
35,25,91,8,54,12,72,41,0,37,3,15,436,Thabo Sefolosha,21,43,92,[<Position.POWER_FORWARD: 'POWER FORWARD'>],sefolth01,24,HOUSTON_ROCKETS,15,7.5,2.4,-1.1,1.6,17.4,0.6,0.088,-2.7,5.0,0.1,9.5,2.6,0.593,11.2,0.487,13.7,10.4,0.1,0.7,0.073,2020
21,192,1086,267,255,7,143,65,65,513,226,97,2143,Collin Sexton,61,142,1349,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],sextoco01,65,CLEVELAND_CAVALIERS,158,15.1,0.3,-1.8,-2.1,7.5,0.3,0.246,0.3,3.1,2.2,16.3,1.5,0.235,5.3,0.56,11.6,27.2,0.1,2.5,0.057,2020
22,87,351,63,268,9,84,47,27,146,57,105,1294,Landry Shamet,6,130,454,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],shamela01,19,LOS_ANGELES_CLIPPERS,36,9.0,0.6,-1.6,-0.2,6.5,1.0,0.179,-1.4,0.5,1.7,9.2,0.7,0.764,3.6,0.599,8.7,13.3,0.1,2.7,0.1,2020
24,1,5,0,3,0,3,2,0,1,0,1,10,Marial Shayok,0,0,3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],shayoma01,0,PHILADELPHIA_76ERS,1,13.4,0.0,-11.3,-2.6,33.1,0.0,0.0,-8.7,0.0,-0.1,-2.0,0.0,0.6,16.6,0.3,16.7,25.9,0.0,0.0,-0.227,2020
29,12,64,7,33,2,25,13,0,21,4,8,241,Iman Shumpert,9,21,54,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],shumpim01,12,BROOKLYN_NETS,10,6.8,0.7,-5.6,0.8,10.4,0.3,0.109,-6.4,3.9,-0.3,5.3,2.4,0.516,7.3,0.403,13.0,13.4,-0.2,0.0,-0.001,2020
25,191,1000,275,320,49,342,53,53,459,220,115,1882,Pascal Siakam,57,151,1253,[<Position.POWER_FORWARD: 'POWER FORWARD'>],siakapa01,53,TORONTO_RAPTORS,132,17.0,2.5,2.2,0.5,18.8,3.2,0.275,1.7,3.3,2.0,18.7,1.3,0.32,11.2,0.559,10.5,28.5,2.0,5.2,0.133,2020
23,21,69,49,2,18,55,41,0,43,34,0,307,Chris Silva,54,80,120,[<Position.POWER_FORWARD: 'POWER FORWARD'>],silvach01,9,MIAMI_HEAT,31,10.2,5.8,-2.5,0.9,19.3,0.5,0.71,-3.4,20.6,0.7,17.2,1.4,0.029,19.9,0.663,25.5,17.5,0.0,1.1,0.178,2020
23,442,617,284,6,32,315,54,54,361,178,2,1930,Ben Simmons,108,173,902,[<Position.POINT_GUARD: 'POINT GUARD'>],simmobe01,115,PHILADELPHIA_76ERS,192,34.8,1.4,3.9,2.4,18.0,3.2,0.46,1.4,6.2,3.8,20.8,2.9,0.01,12.1,0.608,20.6,20.9,2.9,7.0,0.174,2020
20,95,525,92,219,10,122,65,4,211,76,74,1400,Anfernee Simons,25,131,572,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],simonan01,26,PORTLAND_TRAIL_BLAZERS,61,9.4,0.6,-4.4,-1.8,8.9,0.2,0.175,-2.5,1.9,0.1,9.3,0.9,0.417,5.4,0.506,9.7,19.0,-0.8,0.3,0.01,2020
19,13,40,19,13,4,17,14,0,20,16,3,139,Alen Smailagić,10,14,59,[<Position.POWER_FORWARD: 'POWER FORWARD'>],smailal01,3,GOLDEN_STATE_WARRIORS,11,14.3,2.6,-2.1,-0.8,13.7,0.1,0.475,-1.3,7.5,0.2,14.5,1.0,0.325,10.5,0.61,18.5,18.2,0.0,0.2,0.081,2020
25,257,632,127,368,27,164,53,39,240,106,128,1721,Marcus Smart,40,142,714,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],smartma01,86,BOSTON_CELTICS,89,21.0,1.5,1.6,1.3,10.1,2.4,0.201,0.2,2.5,1.7,14.0,2.4,0.582,6.4,0.519,11.5,19.3,1.5,4.1,0.115,2020
22,98,211,53,54,8,57,34,3,72,27,16,537,Dennis Smith Jr.,21,65,187,[<Position.POINT_GUARD: 'POINT GUARD'>],smithde03,28,NEW_YORK_KNICKS,58,26.4,1.4,-6.1,-0.9,11.7,0.5,0.251,-5.2,4.1,-1.3,7.5,2.5,0.256,7.7,0.399,19.8,23.1,-0.6,-0.9,-0.079,2020
31,285,581,70,150,24,161,60,19,262,48,55,1570,Ish Smith,28,84,627,[<Position.POINT_GUARD: 'POINT GUARD'>],smithis01,52,WASHINGTON_WIZARDS,77,25.9,1.3,-1.4,-1.1,11.7,0.4,0.12,-0.3,1.9,1.3,13.8,1.5,0.258,6.6,0.512,11.2,18.3,0.2,1.7,0.053,2020
20,2,11,4,3,0,2,7,0,3,2,0,32,Zhaire Smith,0,4,8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],smithzh01,3,PHILADELPHIA_76ERS,2,8.3,0.0,-10.0,0.8,6.9,0.1,0.364,-10.8,0.0,-0.1,1.1,4.6,0.273,3.5,0.313,13.6,19.9,-0.1,-0.1,-0.118,2020
28,127,382,32,254,15,102,59,57,170,32,102,1641,Tony Snell,9,101,474,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],snellto01,32,DETROIT_PISTONS,31,10.9,0.8,-1.8,-0.6,7.1,0.5,0.084,-1.1,0.6,2.1,9.7,1.0,0.665,3.8,0.598,7.3,11.4,0.1,2.6,0.076,2020
22,47,295,92,110,24,142,49,3,127,73,43,886,Omari Spellman,77,63,370,[<Position.POWER_FORWARD: 'POWER FORWARD'>],spellom01,33,GOLDEN_STATE_WARRIORS,54,8.1,2.4,-1.7,-1.0,18.0,0.7,0.312,-0.7,9.1,0.5,14.4,1.8,0.373,13.4,0.551,13.9,18.8,0.1,1.2,0.065,2020
23,0,3,1,1,0,0,2,0,2,1,0,6,Max Strus,1,1,5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],strusma01,0,CHICAGO_BULLS,0,0.0,0.0,4.4,-1.0,0.0,0.0,0.333,5.4,17.5,0.0,30.7,0.0,0.333,9.2,0.727,0.0,24.4,0.0,0.0,0.317,2020
24,39,111,15,38,8,27,25,2,47,10,10,345,Edmond Sumner,10,35,114,[<Position.POINT_GUARD: 'POINT GUARD'>],sumneed01,15,INDIANA_PACERS,19,15.4,2.0,-3.1,0.4,8.6,0.4,0.135,-3.6,3.2,-0.1,10.0,2.1,0.342,5.9,0.485,13.9,17.4,-0.1,0.3,0.039,2020
22,2,4,2,0,2,5,7,0,2,1,0,23,Caleb Swanigan,2,8,5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],swanica01,1,SACRAMENTO_KINGS,6,11.7,8.3,-11.2,3.4,25.2,0.0,0.5,-14.6,9.6,-0.1,0.0,2.1,0.0,17.2,0.512,55.1,20.6,-0.1,-0.1,-0.175,2020
22,29,43,15,2,5,68,20,1,26,8,0,265,Caleb Swanigan,25,54,60,[<Position.POWER_FORWARD: 'POWER FORWARD'>],swanica01,2,PORTLAND_TRAIL_BLAZERS,31,14.2,1.6,-5.6,0.0,26.2,0.2,0.349,-5.5,9.9,-0.1,8.3,0.4,0.047,18.2,0.605,38.5,12.9,-0.2,0.1,0.023,2020
21,174,1113,279,420,53,361,59,59,499,225,167,2043,Jayson Tatum,57,121,1390,[<Position.POWER_FORWARD: 'POWER FORWARD'>],tatumja01,83,BOSTON_CELTICS,132,14.0,2.4,3.9,0.6,18.8,3.4,0.251,3.3,3.0,2.9,20.3,2.0,0.377,11.0,0.562,9.7,28.6,3.0,6.2,0.147,2020
31,208,324,144,87,13,73,34,13,145,125,33,945,Jeff Teague,15,70,448,[<Position.POINT_GUARD: 'POINT GUARD'>],teaguje01,25,MINNESOTA_TIMBERWOLVES,76,32.5,1.1,-0.6,-1.2,8.5,0.4,0.444,0.6,1.6,1.7,16.0,1.2,0.269,4.9,0.578,16.4,20.2,0.3,2.1,0.108,2020
31,100,165,53,30,6,42,25,4,68,47,10,519,Jeff Teague,12,36,193,[<Position.POINT_GUARD: 'POINT GUARD'>],teaguje01,19,ATLANTA_HAWKS,40,27.3,1.0,-3.1,-1.5,8.8,0.2,0.321,-1.6,2.5,0.2,12.2,1.7,0.182,5.6,0.512,17.5,18.3,-0.2,0.4,0.035,2020
33,141,524,73,346,26,162,55,31,198,56,112,1547,Garrett Temple,28,95,564,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],templga01,44,BROOKLYN_NETS,57,13.1,1.4,-1.1,0.4,10.5,1.6,0.139,-1.5,1.9,0.5,10.3,1.3,0.66,6.3,0.507,9.3,16.6,0.4,2.1,0.065,2020
27,95,382,106,81,75,250,58,57,216,81,26,1382,Daniel Theis,130,201,539,[<Position.CENTER: 'CENTER'>],theisda01,35,BOSTON_CELTICS,48,9.9,5.0,2.3,1.8,19.2,2.3,0.277,0.4,10.2,3.6,18.2,1.2,0.212,14.7,0.629,10.1,14.7,1.5,5.9,0.205,2020
30,146,426,76,189,6,57,40,37,174,62,78,925,Isaiah Thomas,11,77,488,[<Position.POINT_GUARD: 'POINT GUARD'>],thomais02,13,WASHINGTON_WIZARDS,77,23.2,0.6,-4.4,-3.9,7.0,-0.1,0.178,-0.5,1.3,0.2,11.6,0.7,0.444,4.0,0.531,14.4,24.1,-0.6,0.0,0.001,2020
23,3,17,4,14,0,0,8,0,5,2,5,61,Khyri Thomas,1,9,17,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],thomakh01,3,DETROIT_PISTONS,3,6.7,0.0,-7.9,-1.8,0.0,0.0,0.235,-6.1,1.8,-0.1,3.2,2.4,0.824,0.9,0.453,13.8,15.6,-0.1,0.0,-0.038,2020
25,17,111,10,75,0,41,33,0,54,7,35,321,Matt Thomas,7,31,150,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],thomama02,8,TORONTO_RAPTORS,12,7.9,0.0,1.4,0.4,13.2,0.4,0.09,1.0,2.4,0.5,13.6,1.2,0.676,7.9,0.65,9.4,17.0,0.3,0.9,0.137,2020
28,120,562,161,23,50,351,57,51,288,99,9,1721,Tristan Thompson,226,124,684,[<Position.CENTER: 'CENTER'>],thomptr01,33,CLEVELAND_CAVALIERS,103,10.5,2.5,-1.5,-1.3,22.9,1.1,0.286,-0.2,14.5,2.0,16.8,0.9,0.041,18.6,0.54,14.0,18.3,0.2,3.1,0.085,2020
22,70,234,41,142,40,51,57,13,96,25,50,1110,Matisse Thybulle,35,120,267,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],thybuma01,80,PHILADELPHIA_76ERS,45,8.3,3.1,0.1,3.1,5.1,1.8,0.175,-3.0,3.5,0.1,9.8,3.5,0.607,4.3,0.53,15.1,11.6,0.6,1.9,0.084,2020
34,29,117,19,89,9,83,33,9,43,13,30,554,Anthony Tolliver,27,54,129,[<Position.POWER_FORWARD: 'POWER FORWARD'>],tollian01,8,PORTLAND_TRAIL_BLAZERS,21,6.6,1.4,-3.3,-0.9,15.3,0.2,0.162,-2.4,5.1,0.2,7.6,0.7,0.761,10.3,0.515,14.3,11.2,-0.2,0.4,0.033,2020
34,3,17,2,15,1,9,9,0,3,1,2,82,Anthony Tolliver,2,6,9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],tollian01,4,SACRAMENTO_KINGS,4,4.6,1.2,-8.8,-0.9,12.7,0.1,0.118,-7.8,2.7,-0.2,0.3,2.4,0.882,7.6,0.252,18.3,11.6,-0.1,-0.2,-0.099,2020
34,1,21,4,17,1,11,5,0,8,4,7,96,Anthony Tolliver,1,4,27,[<Position.POWER_FORWARD: 'POWER FORWARD'>],tollian01,3,MEMPHIS_GRIZZLIES,5,1.3,0.9,-3.0,0.3,11.8,0.1,0.19,-3.4,1.1,0.0,6.8,1.5,0.81,6.6,0.593,18.0,12.0,0.0,0.1,0.026,2020
26,26,63,5,23,5,43,13,6,29,3,8,272,Juan Toscano-Anderson,9,30,69,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],toscaju01,13,GOLDEN_STATE_WARRIORS,16,13.8,1.7,-3.5,0.4,17.8,0.2,0.079,-3.9,3.5,-0.1,9.4,2.3,0.365,10.4,0.529,19.7,12.7,-0.1,0.2,0.03,2020
24,153,622,226,277,42,283,35,35,316,180,114,1187,Karl-Anthony Towns,95,117,926,[<Position.CENTER: 'CENTER'>],townska01,33,MINNESOTA_TIMBERWOLVES,110,22.8,2.9,7.8,0.8,26.1,1.3,0.363,7.0,8.1,3.8,26.5,1.3,0.445,16.8,0.642,13.2,28.8,2.9,5.1,0.205,2020
21,50,350,36,201,13,68,53,8,149,30,78,1059,Gary Trent Jr.,20,69,406,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],trentga02,39,PORTLAND_TRAIL_BLAZERS,19,6.5,1.0,-1.1,-0.6,6.6,0.4,0.103,-0.5,2.0,1.2,11.8,1.8,0.574,4.3,0.555,4.9,15.4,0.3,1.6,0.071,2020
24,28,106,43,53,4,23,24,1,51,34,19,291,Allonzo Trier,6,29,155,[<Position.POINT_GUARD: 'POINT GUARD'>],trieral01,3,NEW_YORK_KNICKS,22,14.8,1.3,-0.5,-1.5,8.7,0.1,0.406,1.0,2.1,0.5,14.5,0.5,0.5,5.3,0.62,15.0,21.4,0.1,0.5,0.087,2020
34,101,374,44,257,31,339,64,64,162,37,95,2203,P.J. Tucker,102,209,456,[<Position.POWER_FORWARD: 'POWER FORWARD'>],tuckepj01,70,HOUSTON_ROCKETS,67,5.9,1.2,-1.6,0.6,16.2,2.2,0.118,-2.2,4.8,1.8,8.7,1.5,0.687,10.5,0.58,14.6,8.6,0.2,3.9,0.086,2020
22,2,19,5,6,0,11,14,0,8,3,0,78,Rayjon Tucker,2,7,19,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],tuckera01,1,UTAH_JAZZ,3,3.5,0.0,-7.9,-1.2,14.8,0.1,0.263,-6.7,2.9,-0.1,4.5,0.6,0.316,9.1,0.448,12.4,13.6,-0.1,0.0,-0.009,2020
31,38,67,14,5,8,30,19,0,25,12,0,251,Evan Turner,8,20,62,[<Position.POINT_GUARD: 'POINT GUARD'>],turneev01,9,ATLANTA_HAWKS,26,20.6,2.7,-5.6,-0.7,13.0,0.1,0.209,-4.9,3.4,-0.5,6.8,1.7,0.075,8.2,0.424,26.2,16.4,-0.2,-0.3,-0.064,2020
23,61,517,144,229,120,290,55,55,233,108,77,1628,Myles Turner,70,138,651,[<Position.CENTER: 'CENTER'>],turnemy01,42,INDIANA_PACERS,68,5.1,6.5,0.2,1.1,19.5,2.8,0.279,-0.9,4.8,1.0,14.7,1.3,0.443,12.2,0.561,10.5,17.5,0.9,3.7,0.111,2020
26,0,7,2,4,0,0,4,0,1,2,0,14,Jarrod Uthoff,1,1,4,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],uthofja01,1,MEMPHIS_GRIZZLIES,0,0.0,0.0,-13.5,-2.5,0.0,0.0,0.286,-11.0,7.6,-0.1,-0.1,3.3,0.571,3.7,0.254,0.0,23.4,0.0,0.0,-0.167,2020
27,109,657,168,79,69,506,62,62,385,123,29,1630,Jonas Valančiūnas,190,159,922,[<Position.CENTER: 'CENTER'>],valanjo01,25,MEMPHIS_GRIZZLIES,107,10.2,3.7,2.3,0.0,31.9,2.4,0.256,2.2,12.5,3.8,22.3,0.7,0.12,22.4,0.631,12.8,21.4,1.8,6.2,0.182,2020
26,43,237,8,137,6,65,36,5,97,6,46,488,Denzel Valentine,9,51,246,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],valende01,26,CHICAGO_BULLS,26,14.2,1.2,-0.5,0.2,15.5,0.6,0.034,-0.7,1.9,-0.1,13.0,2.6,0.578,8.4,0.511,9.8,23.3,0.2,0.5,0.048,2020
20,2,7,0,0,1,5,9,0,5,0,0,41,Jarred Vanderbilt,3,6,10,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],vandeja01,3,DENVER_NUGGETS,7,6.6,2.2,-6.0,1.1,13.6,0.1,0.0,-7.1,8.1,-0.1,7.2,3.6,0.0,10.9,0.714,50.0,14.8,0.0,0.0,-0.035,2020
