age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,minutes_played,name,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes
30,12.8,0.7,1.6,-1.6,40.0,0.4,0.403,22,598,Kevin Love,3.3,5.9,1.0,19.5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],loveke01,0.5,Team.CLEVELAND_CAVALIERS,0.519,22.2,0.561,11.2,27.4,0.6,1.3,0.106
32,34.8,1.2,2.3,0.6,12.9,3.0,0.263,65,2213,Kyle Lowry,1.7,2.1,3.6,16.5,[<Position.POINT_GUARD: 'POINT GUARD'>],lowryky01,2.0,Team.TORONTO_RAPTORS,0.613,7.6,0.562,18.1,19.6,2.4,6.6,0.144
25,15.1,0.0,-1.0,-0.9,15.3,0.0,0.611,12,55,Jordan Loyd,0.0,2.0,0.2,16.3,[<Position.POINT_GUARD: 'POINT GUARD'>],loydjo01,0.0,Team.TORONTO_RAPTORS,0.444,8.8,0.635,8.1,19.4,0.0,0.2,0.19
29,20.8,0.0,0.8,6.4,56.7,0.0,2.0,1,6,Kalin Lucas,-5.6,0.0,0.0,16.6,[<Position.POINT_GUARD: 'POINT GUARD'>],lucaska01,0.0,Team.DETROIT_PISTONS,1.0,27.3,0.532,0.0,13.5,0.0,0.0,0.238
23,4.2,0.7,-7.1,-0.1,12.1,0.1,0.14,21,123,Timothé Luwawu-Cabarrot,-7.0,3.3,-0.2,3.4,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],luwawti01,1.5,Team.OKLAHOMA_CITY_THUNDER,0.512,7.6,0.383,9.9,16.8,-0.2,-0.1,-0.033
23,5.8,1.1,-4.7,-1.3,14.5,0.3,0.2,29,546,Timothé Luwawu-Cabarrot,-3.4,1.4,0.0,9.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],luwawti01,1.3,Team.CHICAGO_BULLS,0.537,7.9,0.515,7.8,16.5,-0.4,0.3,0.026
22,8.2,0.0,-4.2,-1.4,12.7,0.1,0.167,25,94,Tyler Lydon,-2.8,8.0,0.1,9.3,[<Position.POWER_FORWARD: 'POWER FORWARD'>],lydonty01,1.0,Team.DENVER_NUGGETS,0.556,10.4,0.595,17.2,10.6,-0.1,0.2,0.086
23,11.3,1.8,-2.4,-0.7,19.6,1.4,0.234,64,1120,Trey Lyles,-1.8,4.2,-0.2,12.7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],lylestr01,1.3,Team.DENVER_NUGGETS,0.404,11.9,0.5,11.1,23.4,-0.1,1.2,0.05
28,23.5,0.0,5.5,2.7,0.0,0.0,0.167,4,19,Scott Machado,2.9,0.0,0.1,22.2,[<Position.POINT_GUARD: 'POINT GUARD'>],machasc01,2.4,Team.LOS_ANGELES_LAKERS,0.167,0.0,0.776,0.0,14.0,0.0,0.1,0.281
28,23.3,0.3,-2.5,-0.3,8.0,1.0,0.193,53,1204,Shelvin Mack,-2.3,1.6,0.1,11.0,[<Position.POINT_GUARD: 'POINT GUARD'>],macksh01,1.9,Team.MEMPHIS_GRIZZLIES,0.329,4.8,0.499,12.8,18.0,-0.1,1.1,0.045
28,3.0,0.0,-17.9,-3.9,5.2,0.0,0.643,4,42,Shelvin Mack,-14.0,0.0,-0.3,-6.6,[<Position.POINT_GUARD: 'POINT GUARD'>],macksh01,2.3,Team.CHARLOTTE_HORNETS,0.143,2.6,0.251,18.2,22.5,-0.2,-0.3,-0.304
23,11.2,0.0,-7.9,-2.6,11.8,0.0,0.259,8,90,Daryl Macon,-5.3,2.4,-0.1,5.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],maconda01,0.5,Team.DALLAS_MAVERICKS,0.407,7.1,0.482,16.6,17.2,-0.1,0.0,-0.022
23,18.0,0.0,-7.7,-2.9,19.4,0.0,0.0,2,17,J.P. Macura,-4.7,0.0,0.0,5.7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],macurjp01,0.0,Team.CHARLOTTE_HORNETS,0.444,9.5,0.333,0.0,22.8,0.0,0.0,-0.11
32,6.5,2.7,-3.0,0.6,17.7,0.5,0.587,34,498,Ian Mahinmi,-3.5,10.3,0.5,12.0,[<Position.CENTER: 'CENTER'>],mahinia01,2.4,Team.WASHINGTON_WIZARDS,0.154,13.9,0.531,13.8,12.9,-0.1,1.0,0.092
21,5.8,3.7,0.0,1.3,18.5,0.7,0.276,35,409,Thon Maker,-1.3,4.5,0.4,12.9,[<Position.CENTER: 'CENTER'>],makerth01,1.1,Team.MILWAUKEE_BUCKS,0.582,11.9,0.546,5.7,16.3,0.2,1.1,0.132
21,6.7,5.0,-2.1,0.8,16.5,0.8,0.351,29,563,Thon Maker,-2.9,4.5,0.1,10.2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],makerth01,1.0,Team.DETROIT_PISTONS,0.56,10.3,0.514,13.4,13.7,0.0,0.9,0.075
30,9.3,3.6,3.1,0.4,26.5,0.5,0.679,36,376,Boban Marjanović,2.6,16.0,1.2,24.9,[<Position.CENTER: 'CENTER'>],marjabo01,1.4,Team.LOS_ANGELES_CLIPPERS,0.014,21.4,0.666,16.9,24.6,0.5,1.7,0.217
30,17.1,2.6,3.3,0.3,27.3,0.4,0.3,22,305,Boban Marjanović,3.0,11.4,0.9,23.3,[<Position.CENTER: 'CENTER'>],marjabo01,0.8,Team.PHILADELPHIA_76ERS,0.067,19.6,0.663,13.9,21.7,0.4,1.3,0.204
21,7.2,1.7,-0.2,-1.5,25.9,1.5,0.245,52,1682,Lauri Markkanen,1.4,4.7,1.3,17.1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],markkla01,1.1,Team.CHICAGO_BULLS,0.418,15.2,0.553,8.8,25.1,0.7,2.7,0.078
24,7.8,2.0,-3.9,-0.2,20.5,0.4,0.106,42,328,Jarell Martin,-3.7,3.5,0.1,9.4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],martija01,0.4,Team.ORLANDO_MAGIC,0.548,11.9,0.528,9.2,15.9,-0.2,0.5,0.073
24,26.3,0.8,-3.1,-1.3,9.0,0.3,0.337,38,435,Frank Mason III,-1.9,1.4,0.0,12.4,[<Position.POINT_GUARD: 'POINT GUARD'>],masonfr01,1.7,Team.SACRAMENTO_KINGS,0.379,5.1,0.502,15.6,21.8,-0.1,0.3,0.033
22,0.0,0.0,-9.2,-1.6,16.4,0.0,0.0,2,13,Yante Maten,-7.5,8.2,0.0,5.7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],matenya01,3.8,Team.MIAMI_HEAT,0.25,12.3,0.25,0.0,13.2,0.0,0.0,-0.026
32,11.6,0.8,-1.3,-0.5,6.6,0.8,0.235,44,1312,Wesley Matthews,-0.8,1.6,1.0,11.3,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],matthwe02,1.2,Team.DALLAS_MAVERICKS,0.561,4.2,0.556,10.1,18.9,0.2,1.8,0.066
32,12.9,1.6,-6.6,-1.3,4.0,0.0,0.263,2,54,Wesley Matthews,-5.3,1.9,-0.1,2.9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],matthwe02,0.9,Team.NEW_YORK_KNICKS,0.526,2.9,0.33,8.6,18.4,-0.1,-0.1,-0.115
32,10.1,0.5,-2.4,-0.4,8.1,0.7,0.229,23,725,Wesley Matthews,-2.0,1.7,0.3,9.2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],matthwe02,1.3,Team.INDIANA_PACERS,0.619,5.0,0.543,11.8,15.8,-0.1,1.0,0.067
32,4.5,1.3,-3.0,0.0,8.4,0.0,0.278,4,61,Luc Mbah a Moute,-2.9,3.6,0.0,6.7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mbahalu01,0.8,Team.LOS_ANGELES_CLIPPERS,0.333,6.1,0.495,9.0,15.4,0.0,0.0,0.009
24,0.0,0.0,-6.6,-0.6,13.1,0.0,0.333,1,8,Tahjere McCall,-6.0,0.0,0.0,9.6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mccalta01,0.0,Team.BROOKLYN_NETS,0.333,6.6,0.581,0.0,18.1,0.0,0.0,0.055
23,4.9,0.0,-11.0,-3.2,6.6,0.0,0.0,3,53,Patrick McCaw,-7.8,0.0,-0.2,-0.7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mccawpa01,1.9,Team.CLEVELAND_CAVALIERS,0.444,3.1,0.278,25.0,9.9,-0.1,-0.2,-0.137
23,9.8,0.5,-1.7,2.7,11.6,0.5,0.278,26,344,Patrick McCaw,-4.4,2.3,0.2,8.7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mccawpa01,2.9,Team.TORONTO_RAPTORS,0.444,7.1,0.569,18.8,9.3,0.0,0.7,0.096
27,13.8,0.9,1.0,-1.0,9.7,1.7,0.154,70,2375,CJ McCollum,2.1,2.9,4.0,17.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mccolcj01,1.1,Team.PORTLAND_TRAIL_BLAZERS,0.358,6.3,0.553,7.4,25.5,1.8,5.6,0.114
26,24.7,0.9,-0.9,0.9,10.2,1.7,0.088,76,1470,T.J. McConnell,-1.8,2.1,1.2,13.4,[<Position.POINT_GUARD: 'POINT GUARD'>],mccontj01,2.5,Team.PHILADELPHIA_76ERS,0.1,6.3,0.555,17.3,15.0,0.4,2.9,0.094
27,7.1,0.5,-1.4,-0.9,7.5,1.1,0.187,77,1340,Doug McDermott,-0.5,1.4,1.8,11.6,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mcderdo01,0.7,Team.INDIANA_PACERS,0.488,4.5,0.617,8.4,16.3,0.2,2.9,0.103
31,4.8,7.3,1.4,1.2,22.5,2.9,0.237,75,1671,JaVale McGee,0.3,12.3,3.0,21.8,[<Position.CENTER: 'CENTER'>],mcgeeja01,1.3,Team.LOS_ANGELES_LAKERS,0.019,17.5,0.634,13.2,20.2,1.4,5.9,0.171
27,10.3,0.7,-2.3,-0.1,12.2,1.6,0.156,66,1550,Rodney McGruder,-2.2,4.1,0.4,9.4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mcgruro01,1.1,Team.MIAMI_HEAT,0.488,8.2,0.51,11.5,15.4,-0.1,1.9,0.059
26,4.0,1.3,-3.5,-1.3,16.9,0.9,0.175,72,1003,Alfonzo McKinnie,-2.2,9.0,1.2,11.2,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mckinal01,0.9,Team.GOLDEN_STATE_WARRIORS,0.429,13.1,0.569,9.2,13.9,-0.4,2.1,0.1
25,3.4,1.6,-3.5,-1.4,9.4,0.1,0.188,19,158,Ben McLemore,-2.1,1.9,0.1,10.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mclembe01,1.8,Team.SACRAMENTO_KINGS,0.641,5.5,0.541,6.7,19.4,-0.1,0.2,0.055
27,13.2,1.8,-1.7,-0.8,11.3,0.2,0.269,27,333,Jordan McRae,-0.9,1.9,0.3,14.3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mcraejo01,1.8,Team.WASHINGTON_WIZARDS,0.269,6.5,0.55,9.4,20.4,0.0,0.5,0.066
31,11.5,0.8,0.5,-0.8,11.1,0.1,0.026,8,104,Jodie Meeks,1.4,1.1,0.2,16.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],meeksjo01,0.5,Team.TORONTO_RAPTORS,0.462,6.2,0.647,4.8,17.1,0.1,0.3,0.153
32,13.2,5.5,0.8,1.9,25.3,0.6,0.286,36,399,Salah Mejri,-1.1,9.7,0.5,16.1,[<Position.CENTER: 'CENTER'>],mejrisa01,1.2,Team.DALLAS_MAVERICKS,0.304,17.6,0.559,14.3,15.8,0.3,1.1,0.136
20,22.3,1.9,-2.7,1.1,12.5,0.8,0.109,50,984,De'Anthony Melton,-3.8,2.8,-0.8,9.9,[<Position.POINT_GUARD: 'POINT GUARD'>],meltode01,3.3,Team.PHOENIX_SUNS,0.371,7.5,0.466,21.8,15.0,-0.2,0.0,0.002
21,12.0,1.2,-8.7,-1.4,20.1,0.2,0.293,29,145,Chimezie Metu,-7.3,6.8,-0.5,6.4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],metuch01,2.0,Team.SAN_ANTONIO_SPURS,0.034,13.5,0.389,18.6,24.4,-0.2,-0.3,-0.099
27,20.1,0.2,0.8,0.1,16.5,3.6,0.225,77,2393,Khris Middleton,0.7,2.3,2.5,16.5,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],middlkh01,1.6,Team.MILWAUKEE_BUCKS,0.413,9.8,0.558,12.1,25.1,1.7,6.1,0.123
31,5.2,1.5,-3.6,-0.4,10.5,0.7,0.214,40,562,C.J. Miles,-3.2,2.4,-0.3,8.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],milescj01,1.5,Team.TORONTO_RAPTORS,0.665,6.5,0.484,8.5,18.8,-0.2,0.4,0.035
31,7.4,1.6,-1.5,-0.8,10.1,0.3,0.133,13,294,C.J. Miles,-0.8,0.4,0.1,10.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],milescj01,1.4,Team.MEMPHIS_GRIZZLIES,0.629,5.2,0.544,7.5,18.3,0.0,0.3,0.054
28,10.4,1.1,-2.9,-0.8,6.6,0.6,0.147,69,1757,Darius Miller,-2.1,0.8,1.1,8.4,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],milleda01,1.1,Team.NEW_ORLEANS_PELICANS,0.752,3.8,0.55,10.3,13.4,-0.4,1.6,0.045
25,2.1,1.2,-0.5,-1.6,6.3,0.1,0.154,10,67,Malcolm Miller,1.2,1.7,0.1,13.7,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],millema01,0.7,Team.TORONTO_RAPTORS,0.808,4.0,0.63,3.5,18.5,0.0,0.2,0.13
30,17.6,0.4,-0.3,-0.8,8.9,1.2,0.155,82,1908,Patty Mills,0.4,1.4,2.2,13.2,[<Position.POINT_GUARD: 'POINT GUARD'>],millspa02,1.3,Team.SAN_ANTONIO_SPURS,0.609,5.2,0.572,11.6,18.5,0.8,3.5,0.087
33,10.6,2.5,1.7,1.0,20.2,2.9,0.374,70,1895,Paul Millsap,0.7,8.7,3.2,17.9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],millspa01,2.2,Team.DENVER_NUGGETS,0.239,14.4,0.57,10.9,19.6,1.8,6.1,0.155
22,9.2,2.3,-3.2,-0.6,10.0,0.3,0.08,20,268,Shake Milton,-2.6,3.7,0.1,9.3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],miltosh01,1.4,Team.PHILADELPHIA_76ERS,0.506,6.9,0.483,6.2,15.0,-0.1,0.3,0.059
27,5.3,2.2,1.4,-0.9,24.1,0.9,0.248,32,925,Nikola Mirotić,2.3,5.2,1.6,17.5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mirotni01,1.1,Team.NEW_ORLEANS_PELICANS,0.568,14.8,0.591,7.6,21.7,0.8,2.5,0.129
27,8.6,2.4,2.0,0.4,18.3,0.6,0.17,14,320,Nikola Mirotić,1.6,4.7,0.4,16.2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mirotni01,1.5,Team.MILWAUKEE_BUCKS,0.644,11.9,0.562,7.0,20.4,0.3,1.0,0.147
22,21.2,0.9,1.3,0.1,10.5,3.7,0.259,77,2598,Donovan Mitchell,1.2,2.5,1.3,17.2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mitchdo01,2.0,Team.UTAH_JAZZ,0.339,6.6,0.537,11.3,31.6,2.2,5.0,0.092
25,23.3,0.9,-8.7,-1.6,6.3,0.1,0.1,14,84,Naz Mitrou-Long,-7.1,1.3,-0.2,2.2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mitrona01,0.6,Team.UTAH_JAZZ,0.55,3.9,0.383,27.7,14.7,-0.1,-0.1,-0.046
20,14.3,1.3,-3.0,-1.7,10.6,0.7,0.174,73,1258,Malik Monk,-1.3,1.3,-0.4,11.8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],monkma01,1.4,Team.CHARLOTTE_HORNETS,0.563,5.9,0.518,12.0,24.6,-0.3,0.3,0.012
28,5.4,1.6,-5.0,-1.4,23.8,0.7,0.379,38,423,Greg Monroe,-3.5,15.7,-0.1,13.5,[<Position.CENTER: 'CENTER'>],monrogr01,1.5,Team.TORONTO_RAPTORS,0.025,19.9,0.487,14.2,22.2,-0.3,0.6,0.071
28,73.4,0.0,25.2,-2.8,0.0,0.0,0.0,2,5,Greg Monroe,28.0,63.9,0.1,60.2,[<Position.CENTER: 'CENTER'>],monrogr01,0.0,Team.BOSTON_CELTICS,0.0,32.0,0.6,0.0,43.1,0.0,0.1,0.534
28,23.5,0.0,8.2,0.4,17.8,0.0,0.478,3,52,Greg Monroe,7.8,8.4,0.4,31.7,[<Position.CENTER: 'CENTER'>],monrogr01,0.9,Team.PHILADELPHIA_76ERS,0.043,13.2,0.736,3.5,23.2,0.1,0.4,0.37
29,9.5,0.4,-2.3,-1.1,6.4,0.5,0.111,53,1463,E'Twaun Moore,-1.2,2.5,1.2,11.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mooreet01,1.3,Team.NEW_ORLEANS_PELICANS,0.331,4.5,0.567,9.6,17.3,-0.1,1.7,0.055
27,0.0,0.0,-6.1,0.2,67.5,0.0,0.0,1,5,Eric Moreland,-6.3,0.0,0.0,3.9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],moreler01,0.0,Team.PHOENIX_SUNS,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.077
27,13.3,2.2,-4.5,2.3,35.9,0.1,0.0,4,38,Eric Moreland,-6.7,11.7,-0.1,7.1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],moreler01,1.3,Team.TORONTO_RAPTORS,0.143,24.1,0.5,41.7,13.6,0.0,0.0,0.026
23,18.1,0.0,-0.4,3.3,16.5,0.1,0.2,4,29,Jaylen Morris,-3.7,0.0,0.0,12.2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],morrija01,3.2,Team.MILWAUKEE_BUCKS,0.3,8.8,0.46,8.4,17.2,0.0,0.1,0.084
29,7.5,1.1,-0.9,-0.7,19.5,2.5,0.205,75,2091,Marcus Morris,-0.2,3.9,2.1,14.2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],morrima03,1.0,Team.BOSTON_CELTICS,0.461,11.7,0.568,9.1,20.9,0.6,4.5,0.104
29,9.6,1.9,-2.7,-0.9,16.6,0.5,0.223,34,883,Markieff Morris,-1.8,5.0,0.4,12.3,[<Position.POWER_FORWARD: 'POWER FORWARD'>],morrima02,1.3,Team.WASHINGTON_WIZARDS,0.439,10.7,0.543,11.5,19.5,-0.2,0.9,0.051
29,6.8,0.4,-2.8,0.1,19.6,0.5,0.122,24,387,Markieff Morris,-2.8,5.2,0.2,10.4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],morrima02,1.3,Team.OKLAHOMA_CITY_THUNDER,0.378,12.1,0.475,4.1,18.0,-0.1,0.7,0.083
23,21.7,0.2,1.5,0.3,8.8,1.8,0.115,82,1970,Monte Morris,1.1,1.9,4.4,16.2,[<Position.POINT_GUARD: 'POINT GUARD'>],morrimo01,1.8,Team.DENVER_NUGGETS,0.323,5.3,0.577,6.6,17.1,1.7,6.2,0.151
28,11.9,6.5,-21.7,-2.3,8.3,0.0,0.333,3,13,Donatas Motiejūnas,-19.4,16.9,-0.1,-0.5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],motiedo01,0.0,Team.SAN_ANTONIO_SPURS,0.0,12.6,0.436,30.4,33.5,-0.1,-0.1,-0.246
23,11.7,1.5,-1.9,-0.7,21.7,0.2,0.548,22,156,Johnathan Motley,-1.2,12.6,0.1,18.9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],motlejo01,1.5,Team.LOS_ANGELES_CLIPPERS,0.041,17.3,0.563,15.0,28.8,0.0,0.3,0.092
22,24.2,1.0,-2.0,-1.8,10.9,0.7,0.251,59,1607,Emmanuel Mudiay,-0.2,2.1,0.1,14.6,[<Position.POINT_GUARD: 'POINT GUARD'>],mudiaem01,1.3,Team.NEW_YORK_KNICKS,0.284,6.4,0.531,14.6,25.6,0.0,0.8,0.023
21,22.4,1.0,0.6,-0.8,11.2,2.3,0.19,75,2447,Jamal Murray,1.4,2.9,2.8,16.0,[<Position.POINT_GUARD: 'POINT GUARD'>],murraja01,1.3,Team.DENVER_NUGGETS,0.353,7.0,0.538,11.1,24.9,1.6,5.1,0.1
19,8.6,0.0,-7.2,-0.9,10.7,0.0,0.091,9,39,Džanan Musa,-6.3,2.7,-0.2,5.8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],musadz01,2.4,Team.BROOKLYN_NETS,0.455,6.7,0.415,14.9,29.0,-0.1,-0.1,-0.152
27,7.9,2.0,-1.5,-0.4,14.7,1.0,0.277,47,1041,Mike Muscala,-1.1,5.3,0.9,10.4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],muscami01,0.8,Team.PHILADELPHIA_76ERS,0.716,10.2,0.56,12.1,14.3,0.1,1.9,0.087
27,7.1,3.4,0.7,0.4,14.5,0.3,0.096,17,265,Mike Muscala,0.3,2.4,0.3,12.5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],muscami01,0.7,Team.LOS_ANGELES_LAKERS,0.687,8.6,0.578,5.5,14.3,0.2,0.6,0.107
21,10.1,0.2,-5.2,-1.1,6.3,0.3,0.152,39,420,Sviatoslav Mykhailiuk,-4.1,2.0,-0.4,5.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mykhasv01,1.4,Team.LOS_ANGELES_LAKERS,0.644,4.2,0.451,12.4,15.9,-0.3,-0.1,-0.013
21,28.5,0.0,-0.5,-1.1,5.7,0.0,0.0,3,20,Sviatoslav Mykhailiuk,0.6,5.3,0.0,9.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mykhasv01,2.5,Team.DETROIT_PISTONS,0.5,5.5,0.375,11.1,19.4,0.0,0.0,0.016
25,3.8,1.5,-3.2,0.3,15.7,0.9,0.167,61,694,Abdel Nader,-3.6,2.0,0.0,8.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],naderab01,1.3,Team.OKLAHOMA_CITY_THUNDER,0.465,8.6,0.522,10.1,15.1,-0.2,0.9,0.062
26,17.8,1.9,2.4,1.4,24.9,1.6,0.28,67,1795,Larry Nance Jr.,1.0,10.0,3.3,18.6,[<Position.CENTER: 'CENTER'>],nancela02,2.8,Team.CLEVELAND_CAVALIERS,0.205,17.1,0.583,15.3,15.5,2.0,4.9,0.131
27,22.2,1.3,1.5,0.6,8.7,1.0,0.317,56,983,Shabazz Napier,0.9,1.9,1.0,15.3,[<Position.POINT_GUARD: 'POINT GUARD'>],napiesh01,2.0,Team.BROOKLYN_NETS,0.524,5.3,0.534,11.7,24.0,0.9,2.0,0.098
26,28.7,0.7,-0.3,0.8,12.6,0.6,0.205,37,474,Raul Neto,-1.1,1.4,0.5,13.5,[<Position.POINT_GUARD: 'POINT GUARD'>],netora01,1.4,Team.UTAH_JAZZ,0.373,7.1,0.558,16.6,19.0,0.2,1.1,0.116
25,10.1,0.9,0.0,0.2,15.7,0.7,0.133,59,516,Georges Niang,-0.2,2.4,0.7,13.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],niangge01,0.9,Team.UTAH_JAZZ,0.58,9.1,0.613,10.7,17.8,0.3,1.3,0.123
33,20.6,4.2,2.1,2.4,29.6,1.2,0.512,42,693,Joakim Noah,-0.3,9.2,1.0,18.6,[<Position.CENTER: 'CENTER'>],noahjo01,1.4,Team.MEMPHIS_GRIZZLIES,0.005,19.3,0.571,16.1,20.0,0.7,2.2,0.15
24,5.9,7.7,2.1,3.3,20.0,2.5,0.286,77,1055,Nerlens Noel,-1.2,12.1,1.9,19.3,[<Position.CENTER: 'CENTER'>],noelne01,2.9,Team.OKLAHOMA_CITY_THUNDER,0.0,15.9,0.608,13.4,13.8,1.1,4.3,0.198
40,6.9,1.9,-3.9,-1.2,20.5,0.8,0.133,51,795,Dirk Nowitzki,-2.7,0.7,-0.5,9.6,[<Position.POWER_FORWARD: 'POWER FORWARD'>],nowitdi01,0.5,Team.DALLAS_MAVERICKS,0.545,10.6,0.469,4.3,22.5,-0.4,0.3,0.016
20,19.5,1.3,-6.0,-0.8,8.9,0.4,0.106,43,904,Frank Ntilikina,-5.2,1.4,-1.3,6.0,[<Position.POINT_GUARD: 'POINT GUARD'>],ntilila01,1.6,Team.NEW_YORK_KNICKS,0.408,5.0,0.417,15.9,16.6,-0.9,-0.8,-0.045
28,10.9,0.0,0.1,-1.3,6.8,0.0,0.19,13,64,James Nunnally,1.4,0.0,0.1,12.1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],nunnaja01,0.7,Team.MINNESOTA_TIMBERWOLVES,0.619,3.3,0.593,4.2,15.6,0.0,0.1,0.097
28,7.2,0.0,-13.0,-5.5,3.0,0.0,0.0,2,38,James Nunnally,-7.5,0.0,-0.1,-0.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],nunnaja01,0.0,Team.HOUSTON_ROCKETS,0.923,1.5,0.346,0.0,14.8,-0.1,-0.1,-0.068
24,17.9,4.2,3.7,1.7,26.7,3.3,0.442,72,1974,Jusuf Nurkić,2.1,13.4,4.4,23.4,[<Position.CENTER: 'CENTER'>],nurkiju01,1.7,Team.PORTLAND_TRAIL_BLAZERS,0.035,20.2,0.57,14.6,24.7,2.8,7.8,0.189
26,8.1,1.5,-2.1,-0.3,14.4,0.3,0.324,51,984,David Nwaba,-1.8,4.4,1.1,12.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],nwabada01,1.8,Team.CLEVELAND_CAVALIERS,0.286,9.2,0.558,8.8,14.6,0.0,1.4,0.069
25,10.0,1.1,-0.5,2.1,16.7,2.5,0.122,82,1671,Royce O'Neale,-2.6,1.5,0.7,9.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],onealro01,1.5,Team.UTAH_JAZZ,0.513,9.2,0.589,16.2,11.0,0.6,3.3,0.094
28,22.4,6.0,0.4,3.0,26.4,0.8,0.154,45,371,Kyle O'Quinn,-2.5,8.9,0.2,16.8,[<Position.CENTER: 'CENTER'>],oquinky01,1.2,Team.INDIANA_PACERS,0.088,17.8,0.537,17.6,20.8,0.2,1.0,0.125
24,5.1,0.6,-4.0,-1.2,11.2,0.5,0.247,56,594,Semi Ojeleye,-2.8,4.3,0.2,8.5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ojelese01,0.8,Team.BOSTON_CELTICS,0.563,7.7,0.531,9.8,14.1,-0.3,0.7,0.057
23,6.3,3.5,-1.5,-0.9,21.4,0.8,0.246,59,935,Jahlil Okafor,-0.6,9.2,1.4,17.9,[<Position.CENTER: 'CENTER'>],okafoja01,0.7,Team.NEW_ORLEANS_PELICANS,0.014,15.4,0.603,11.5,19.9,0.1,2.2,0.115
21,18.7,0.6,-5.7,-1.5,10.1,0.2,0.162,53,958,Elie Okobo,-4.2,1.4,-0.7,7.6,[<Position.POINT_GUARD: 'POINT GUARD'>],okoboel01,1.6,Team.PHOENIX_SUNS,0.455,5.7,0.489,18.2,17.0,-0.9,-0.5,-0.027
