age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,turnovers
23,11,73,40,3,3,33,22,0,39,24,0,156,Johnathan Motley,18,27,102,[<Position.POWER_FORWARD: 'POWER FORWARD'>],motlejo01,5,Team.LOS_ANGELES_CLIPPERS,16
22,228,740,186,210,19,163,59,42,330,144,69,1607,Emmanuel Mudiay,33,103,873,[<Position.POINT_GUARD: 'POINT GUARD'>],mudiaem01,43,Team.NEW_YORK_KNICKS,140
21,363,1173,223,414,27,252,75,74,513,189,152,2447,Jamal Murray,65,153,1367,[<Position.POINT_GUARD: 'POINT GUARD'>],murraja01,67,Team.DENVER_NUGGETS,158
19,2,22,2,10,0,4,9,0,9,0,1,39,Džanan Musa,1,1,19,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],musadz01,2,Team.BROOKLYN_NETS,4
27,62,278,77,199,27,149,47,6,109,63,68,1041,Mike Muscala,51,112,349,[<Position.POWER_FORWARD: 'POWER FORWARD'>],muscami01,18,Team.PHILADELPHIA_76ERS,43
27,14,83,8,57,11,38,17,4,36,7,21,265,Mike Muscala,6,18,100,[<Position.POWER_FORWARD: 'POWER FORWARD'>],muscami01,4,Team.LOS_ANGELES_LAKERS,5
21,33,132,20,85,1,26,39,0,44,12,27,420,Sviatoslav Mykhailiuk,8,25,127,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mykhasv01,13,Team.LOS_ANGELES_LAKERS,20
21,4,8,0,4,0,1,3,0,2,0,2,20,Sviatoslav Mykhailiuk,1,0,6,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mykhasv01,1,Team.DETROIT_PISTONS,1
25,20,215,36,100,12,102,61,1,91,27,32,694,Abdel Nader,14,68,241,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],naderab01,20,Team.OKLAHOMA_CITY_THUNDER,26
26,214,479,134,98,40,384,67,30,249,96,33,1795,Larry Nance Jr.,168,192,627,[<Position.CENTER: 'CENTER'>],nancela02,100,Team.CLEVELAND_CAVALIERS,97
27,143,435,138,228,16,82,56,2,169,115,76,983,Shabazz Napier,18,67,529,[<Position.POINT_GUARD: 'POINT GUARD'>],napiesh01,41,Team.BROOKLYN_NETS,66
26,93,161,33,60,4,56,37,1,74,28,20,474,Raul Neto,6,49,196,[<Position.POINT_GUARD: 'POINT GUARD'>],netora01,14,Team.UTAH_JAZZ,35
25,35,181,24,105,6,76,59,0,86,20,43,516,Georges Niang,11,57,235,[<Position.POWER_FORWARD: 'POWER FORWARD'>],niangge01,10,Team.UTAH_JAZZ,23
33,89,213,109,1,31,180,42,1,110,78,0,693,Joakim Noah,58,96,298,[<Position.CENTER: 'CENTER'>],noahjo01,20,Team.MEMPHIS_GRIZZLIES,50
24,45,276,79,0,96,198,77,2,162,54,0,1055,Nerlens Noel,127,166,378,[<Position.CENTER: 'CENTER'>],noelne01,66,Team.OKLAHOMA_CITY_THUNDER,48
40,35,376,50,205,18,153,51,20,135,39,64,795,Dirk Nowitzki,5,76,373,[<Position.POWER_FORWARD: 'POWER FORWARD'>],nowitdi01,9,Team.DALLAS_MAVERICKS,18
20,121,282,30,115,14,75,43,16,95,23,33,904,Frank Ntilikina,12,104,246,[<Position.POINT_GUARD: 'POINT GUARD'>],ntilila01,30,Team.NEW_YORK_KNICKS,56
28,5,21,4,13,0,4,13,0,9,4,5,64,James Nunnally,0,4,27,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],nunnaja01,1,Team.MINNESOTA_TIMBERWOLVES,1
28,2,13,0,12,0,1,2,0,3,0,3,38,James Nunnally,0,6,9,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],nunnaja01,0,Team.HOUSTON_ROCKETS,0
24,233,826,365,29,103,505,72,72,420,282,3,1974,Jusuf Nurkić,243,250,1125,[<Position.CENTER: 'CENTER'>],nurkiju01,71,Team.PORTLAND_TRAIL_BLAZERS,168
26,54,262,85,75,17,122,51,14,126,58,24,984,David Nwaba,41,106,334,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],nwabada01,36,Team.CLEVELAND_CAVALIERS,29
25,124,343,42,176,24,263,82,16,163,32,68,1671,Royce O'Neale,22,172,426,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],onealro01,54,Team.UTAH_JAZZ,70
28,56,136,21,12,25,90,45,3,69,17,1,371,Kyle O'Quinn,29,68,156,[<Position.CENTER: 'CENTER'>],oquinky01,9,Team.INDIANA_PACERS,31
24,23,158,39,89,4,62,56,3,67,24,28,594,Semi Ojeleye,24,43,186,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ojelese01,10,Team.BOSTON_CELTICS,19
23,40,362,89,5,40,196,59,24,212,59,1,935,Jahlil Okafor,82,96,484,[<Position.CENTER: 'CENTER'>],okafoja01,15,Team.NEW_ORLEANS_PELICANS,52
21,127,290,47,132,7,86,53,16,114,37,39,958,Elie Okobo,12,109,304,[<Position.POINT_GUARD: 'POINT GUARD'>],okoboel01,32,Team.PHOENIX_SUNS,69
20,91,508,162,215,33,177,74,52,196,118,60,1757,Josh Okogie,41,166,570,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],okogijo01,88,Team.MINNESOTA_TIMBERWOLVES,63
26,186,588,141,216,11,181,36,36,249,103,74,1147,Victor Oladipo,21,72,675,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],oladivi01,60,Team.INDIANA_PACERS,82
27,140,564,185,319,37,303,79,36,261,152,113,1812,Kelly Olynyk,72,183,787,[<Position.POWER_FORWARD: 'POWER FORWARD'>],olynyke01,53,Team.MIAMI_HEAT,114
23,195,844,181,374,11,312,76,75,360,141,130,2444,Cedi Osman,45,195,991,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],osmande01,60,Team.CLEVELAND_CAVALIERS,114
23,20,305,85,132,20,105,29,7,132,68,41,755,Kelly Oubre Jr.,24,71,373,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],oubreke01,27,Team.WASHINGTON_WIZARDS,30
23,64,537,159,206,39,149,40,12,243,121,67,1180,Kelly Oubre Jr.,47,110,674,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],oubreke01,57,Team.PHOENIX_SUNS,73
34,91,193,124,4,17,166,68,3,85,97,0,878,Zaza Pachulia,99,151,267,[<Position.CENTER: 'CENTER'>],pachuza01,31,Team.DETROIT_PISTONS,57
23,84,464,108,114,14,200,39,17,220,79,37,1042,Jabari Parker,41,87,556,[<Position.POWER_FORWARD: 'POWER FORWARD'>],parkeja01,23,Team.CHICAGO_BULLS,84
23,68,285,76,81,16,142,25,0,149,52,24,682,Jabari Parker,38,58,374,[<Position.POWER_FORWARD: 'POWER FORWARD'>],parkeja01,23,Team.WASHINGTON_WIZARDS,67
36,207,463,124,51,7,69,56,0,213,91,13,1003,Tony Parker,14,53,530,[<Position.POINT_GUARD: 'POINT GUARD'>],parketo01,21,Team.CHARLOTTE_HORNETS,75
30,43,182,25,94,5,66,25,3,68,22,29,496,Chandler Parsons,4,45,187,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],parsoch01,19,Team.MEMPHIS_GRIZZLIES,32
29,31,219,30,137,13,105,63,5,82,19,46,861,Patrick Patterson,42,46,229,[<Position.POWER_FORWARD: 'POWER FORWARD'>],pattepa01,16,Team.OKLAHOMA_CITY_THUNDER,22
21,3,7,2,2,0,4,3,0,2,1,0,21,Justin Patton,2,5,5,[<Position.CENTER: 'CENTER'>],pattoju01,2,Team.PHILADELPHIA_76ERS,0
33,473,720,203,355,18,229,58,58,302,175,127,1857,Chris Paul,36,146,906,[<Position.POINT_GUARD: 'POINT GUARD'>],paulch01,114,Team.HOUSTON_ROCKETS,152
24,83,168,25,59,6,43,31,12,69,22,16,536,Cameron Payne,10,49,176,[<Position.POINT_GUARD: 'POINT GUARD'>],payneca01,20,Team.CHICAGO_BULLS,34
24,23,55,16,25,3,16,9,1,27,11,9,176,Cameron Payne,3,15,74,[<Position.POINT_GUARD: 'POINT GUARD'>],payneca01,8,Team.CLEVELAND_CAVALIERS,11
24,320,412,74,105,17,171,42,42,179,55,33,1250,Elfrid Payton,49,81,446,[<Position.POINT_GUARD: 'POINT GUARD'>],paytoel01,44,Team.NEW_ORLEANS_PELICANS,112
26,4,8,0,2,1,1,3,0,5,0,1,16,Gary Payton II,1,2,11,[<Position.POINT_GUARD: 'POINT GUARD'>],paytoga02,3,Team.WASHINGTON_WIZARDS,1
23,21,73,22,46,0,32,18,0,25,19,12,211,Theo Pinson,4,15,81,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],pinsoth01,6,Team.BROOKLYN_NETS,18
28,243,442,198,10,76,359,82,17,262,111,2,1731,Mason Plumlee,165,252,637,[<Position.CENTER: 'CENTER'>],plumlma01,66,Team.DENVER_NUGGETS,126
30,17,48,30,0,4,23,18,0,32,16,0,173,Miles Plumlee,16,14,80,[<Position.CENTER: 'CENTER'>],plumlmi01,6,Team.ATLANTA_HAWKS,10
23,93,290,92,0,68,232,77,24,187,49,0,1273,Jakob Pöltl,178,124,423,[<Position.CENTER: 'CENTER'>],poeltja01,29,Team.SAN_ANTONIO_SPURS,48
30,24,58,42,18,1,38,53,0,29,34,6,292,Quincy Pondexter,8,24,98,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],pondequ01,11,Team.SAN_ANTONIO_SPURS,13
25,80,442,64,176,22,191,41,28,202,49,65,1191,Otto Porter,40,79,518,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],porteot01,64,Team.WASHINGTON_WIZARDS,40
25,40,201,32,80,9,69,15,15,97,29,39,492,Otto Porter,14,29,262,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],porteot01,18,Team.CHICAGO_BULLS,25
23,29,271,50,72,8,115,22,6,122,39,27,531,Bobby Portis,46,61,310,[<Position.POWER_FORWARD: 'POWER FORWARD'>],portibo01,11,Team.CHICAGO_BULLS,29
23,43,357,47,119,12,179,28,22,157,38,48,768,Bobby Portis,63,84,400,[<Position.POWER_FORWARD: 'POWER FORWARD'>],portibo01,24,Team.WASHINGTON_WIZARDS,45
27,112,486,254,127,50,271,77,22,290,196,39,1662,Dwight Powell,140,201,815,[<Position.CENTER: 'CENTER'>],poweldw01,44,Team.DALLAS_MAVERICKS,67
25,91,400,75,170,13,123,60,3,193,62,68,1126,Norman Powell,16,96,516,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],powelno01,39,Team.TORONTO_RAPTORS,65
25,17,81,29,23,10,47,21,1,40,18,9,305,Alex Poythress,29,47,107,[<Position.POWER_FORWARD: 'POWER FORWARD'>],poythal01,4,Team.ATLANTA_HAWKS,13
23,0,1,0,0,0,0,1,0,1,0,0,1,Zhou Qi,0,0,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],qizh01,0,Team.HOUSTON_ROCKETS,0
21,54,212,69,15,14,136,49,13,116,49,3,721,Ivan Rabb,70,90,284,[<Position.POWER_FORWARD: 'POWER FORWARD'>],rabbiv01,17,Team.MEMPHIS_GRIZZLIES,35
25,97,217,62,115,3,46,49,2,91,43,46,743,Chasson Randle,10,91,271,[<Position.POINT_GUARD: 'POINT GUARD'>],randlch01,25,Team.WASHINGTON_WIZARDS,43
24,229,1089,487,195,45,472,73,49,571,356,67,2232,Julius Randle,162,246,1565,[<Position.POWER_FORWARD: 'POWER FORWARD'>],randlju01,52,Team.NEW_ORLEANS_PELICANS,208
34,206,1027,255,605,17,166,76,63,452,228,240,2379,J.J. Redick,20,129,1372,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],redicjj01,32,Team.PHILADELPHIA_76ERS,101
23,3,12,0,4,0,4,10,0,5,0,2,47,Davon Reed,2,3,12,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],reedda01,1,Team.INDIANA_PACERS,1
23,13,78,9,51,2,27,19,0,33,8,21,259,Cameron Reynolds,4,26,95,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],reynoca01,6,Team.MINNESOTA_TIMBERWOLVES,5
25,298,1026,231,460,34,209,73,73,423,199,164,2539,Josh Richardson,54,200,1209,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],richajo01,79,Team.MIAMI_HEAT,113
23,0,29,5,25,0,11,22,0,9,4,8,103,Malachi Richardson,2,13,30,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],richama01,1,Team.TORONTO_RAPTORS,8
26,58,194,46,106,10,61,29,2,76,25,33,683,Austin Rivers,10,72,210,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],riverau01,18,Team.WASHINGTON_WIZARDS,36
26,109,378,49,221,13,76,47,13,156,25,71,1345,Austin Rivers,15,135,408,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],riverau01,29,Team.HOUSTON_ROCKETS,32
23,6,32,14,2,6,14,7,0,19,9,0,95,Devin Robinson,6,11,47,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],robinde01,4,Team.WASHINGTON_WIZARDS,2
24,5,46,6,35,0,17,15,1,18,4,10,161,Duncan Robinson,2,11,50,[<Position.POWER_FORWARD: 'POWER FORWARD'>],robindu01,5,Team.MIAMI_HEAT,4
25,21,176,40,62,8,54,47,18,74,32,18,610,Glenn Robinson III,17,45,198,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],robingl02,14,Team.DETROIT_PISTONS,18
21,19,110,9,57,3,38,33,0,44,6,18,320,Jerome Robinson,3,46,112,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],robinje01,11,Team.LOS_ANGELES_CLIPPERS,13
20,37,291,135,0,161,246,66,19,202,81,0,1360,Mitchell Robinson,177,217,485,[<Position.CENTER: 'CENTER'>],robinmi01,52,Team.NEW_YORK_KNICKS,35
32,367,432,36,142,7,209,46,29,175,23,51,1369,Rajon Rondo,34,100,424,[<Position.POINT_GUARD: 'POINT GUARD'>],rondora01,57,Team.LOS_ANGELES_LAKERS,127
30,220,753,160,146,12,107,51,13,363,137,54,1392,Derrick Rose,33,57,917,[<Position.POINT_GUARD: 'POINT GUARD'>],rosede01,31,Team.MINNESOTA_TIMBERWOLVES,82
27,135,1027,144,566,29,253,81,0,440,126,217,2150,Terrence Ross,27,119,1223,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],rosste01,72,Team.ORLANDO_MAGIC,90
24,231,666,93,337,21,275,79,14,258,73,119,1791,Terry Rozier,32,101,708,[<Position.POINT_GUARD: 'POINT GUARD'>],roziete01,68,Team.BOSTON_CELTICS,68
28,416,730,228,254,10,210,68,67,295,195,79,1899,Ricky Rubio,33,180,864,[<Position.POINT_GUARD: 'POINT GUARD'>],rubiori01,91,Team.UTAH_JAZZ,180
22,563,1517,205,635,20,262,81,81,659,160,234,2448,D'Angelo Russell,53,141,1712,[<Position.POINT_GUARD: 'POINT GUARD'>],russeda01,100,Team.BROOKLYN_NETS,253
22,212,700,291,17,30,504,74,5,413,208,9,1838,Domantas Sabonis,186,239,1043,[<Position.CENTER: 'CENTER'>],sabondo01,48,Team.INDIANA_PACERS,160
21,10,60,6,29,3,13,14,2,28,4,11,214,Brandon Sampson,3,19,71,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],sampsbr01,8,Team.CHICAGO_BULLS,12
25,4,54,21,14,3,27,4,0,29,17,5,127,JaKarr Sampson,5,8,80,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],sampsja02,4,Team.CHICAGO_BULLS,4
24,26,132,30,70,3,65,13,13,48,27,21,396,Dario Šarić,21,39,144,[<Position.POWER_FORWARD: 'POWER FORWARD'>],saricda01,4,Team.PHILADELPHIA_76ERS,25
24,101,564,120,253,6,266,68,28,256,105,97,1627,Dario Šarić,105,143,714,[<Position.POWER_FORWARD: 'POWER FORWARD'>],saricda01,41,Team.MINNESOTA_TIMBERWOLVES,72
27,399,530,160,162,13,197,80,54,257,131,64,2164,Tomáš Satoranský,82,172,709,[<Position.POINT_GUARD: 'POINT GUARD'>],satorto01,82,Team.WASHINGTON_WIZARDS,120
25,323,1104,227,364,12,246,79,14,457,186,124,2314,Dennis Schröder,38,189,1224,[<Position.POINT_GUARD: 'POINT GUARD'>],schrode01,65,Team.OKLAHOMA_CITY_THUNDER,172
30,44,230,18,133,8,150,52,0,92,12,52,748,Mike Scott,24,88,248,[<Position.POWER_FORWARD: 'POWER FORWARD'>],scottmi01,17,Team.LOS_ANGELES_CLIPPERS,27
30,22,190,15,119,5,83,27,3,76,10,49,647,Mike Scott,19,68,211,[<Position.POWER_FORWARD: 'POWER FORWARD'>],scottmi01,9,Team.PHILADELPHIA_76ERS,17
34,27,149,22,78,5,115,50,2,71,14,34,609,Thabo Sefolosha,8,41,190,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],sefolth01,43,Team.UTAH_JAZZ,25
24,36,161,29,63,6,28,32,0,65,22,20,455,Wayne Selden,16,48,172,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],seldewa01,10,Team.MEMPHIS_GRIZZLIES,23
24,73,322,63,111,7,115,43,13,131,45,35,984,Wayne Selden,21,83,342,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],seldewa01,23,Team.CHICAGO_BULLS,56
20,243,1206,255,296,6,179,82,72,519,214,119,2605,Collin Sexton,57,186,1371,[<Position.POINT_GUARD: 'POINT GUARD'>],sextoco01,44,Team.CLEVELAND_CAVALIERS,185
21,59,347,54,245,8,64,54,4,153,44,99,1108,Landry Shamet,14,106,449,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],shamela01,24,Team.PHILADELPHIA_76ERS,26
21,58,210,39,151,2,49,25,23,87,31,68,694,Landry Shamet,7,49,273,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],shamela01,13,Team.LOS_ANGELES_CLIPPERS,19
28,91,348,41,202,20,110,42,40,133,34,74,1099,Iman Shumpert,19,92,374,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],shumpim01,47,Team.SACRAMENTO_KINGS,38
28,21,98,4,71,4,46,20,1,34,2,21,382,Iman Shumpert,8,35,91,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],shumpim01,12,Team.HOUSTON_ROCKETS,12
24,248,945,302,214,52,425,80,79,519,237,79,2548,Pascal Siakam,124,241,1354,[<Position.POWER_FORWARD: 'POWER FORWARD'>],siakapa01,73,Team.TORONTO_RAPTORS,154
26,0,1,0,1,0,0,1,0,1,0,1,4,Jordan Sibert,0,0,3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],siberjo01,0,Team.ATLANTA_HAWKS,0
22,610,960,428,6,61,525,79,79,540,257,0,2700,Ben Simmons,172,209,1337,[<Position.POINT_GUARD: 'POINT GUARD'>],simmobe01,112,Team.PHILADELPHIA_76ERS,274
29,95,286,72,83,14,77,41,9,104,56,19,845,Jonathon Simmons,23,68,283,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],simmojo02,18,Team.ORLANDO_MAGIC,56
29,33,64,25,21,1,22,15,0,29,16,9,219,Jonathon Simmons,4,21,83,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],simmojo02,11,Team.PHILADELPHIA_76ERS,12
21,0,0,0,0,0,0,1,0,0,0,0,2,Kobi Simmons,0,0,0,[<Position.POINT_GUARD: 'POINT GUARD'>],simmoko01,0,Team.CLEVELAND_CAVALIERS,0
19,13,63,16,29,0,10,20,1,28,9,10,141,Anfernee Simons,3,9,75,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],simonan01,1,Team.PORTLAND_TRAIL_BLAZERS,11
24,321,567,129,346,28,177,80,60,239,104,126,2200,Marcus Smart,57,201,708,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],smartma01,143,Team.BOSTON_CELTICS,123
21,138,357,82,125,11,79,32,32,157,57,43,908,Dennis Smith Jr.,18,82,414,[<Position.POINT_GUARD: 'POINT GUARD'>],smithde03,40,Team.DALLAS_MAVERICKS,100
21,114,293,74,83,9,44,21,18,121,42,24,600,Dennis Smith Jr.,14,47,308,[<Position.POINT_GUARD: 'POINT GUARD'>],smithde03,27,Team.NEW_YORK_KNICKS,54
30,203,489,62,135,11,122,56,0,205,47,44,1251,Ish Smith,23,109,501,[<Position.POINT_GUARD: 'POINT GUARD'>],smithis01,28,Team.DETROIT_PISTONS,61
33,21,79,10,39,3,18,11,4,27,8,12,222,J.R. Smith,0,19,74,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],smithjr01,11,Team.CLEVELAND_CAVALIERS,11
32,12,37,12,10,5,26,12,1,15,10,4,130,Jason Smith,11,21,44,[<Position.CENTER: 'CENTER'>],smithja02,1,Team.WASHINGTON_WIZARDS,7
32,1,13,2,9,2,8,6,0,4,2,3,40,Jason Smith,3,6,13,[<Position.POWER_FORWARD: 'POWER FORWARD'>],smithja02,2,Team.MILWAUKEE_BUCKS,5
32,1,9,2,7,0,2,2,0,2,2,2,20,Jason Smith,2,3,8,[<Position.CENTER: 'CENTER'>],smithja02,0,Team.NEW_ORLEANS_PELICANS,1
19,10,34,8,16,2,10,6,2,14,6,6,111,Zhaire Smith,3,8,40,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],smithzh01,2,Team.PHILADELPHIA_76ERS,6
27,68,361,42,204,18,128,74,12,163,37,81,1304,Tony Snell,29,90,444,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],snellto01,26,Team.MILWAUKEE_BUCKS,23
21,0,0,0,0,0,0,1,0,0,0,0,1,Ray Spalding,0,0,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],spaldra01,0,Team.DALLAS_MAVERICKS,0
21,5,47,12,3,8,33,13,3,25,4,0,147,Ray Spalding,15,23,54,[<Position.POWER_FORWARD: 'POWER FORWARD'>],spaldra01,9,Team.PHOENIX_SUNS,9
21,47,244,45,128,25,122,46,11,98,32,44,805,Omari Spellman,72,67,272,[<Position.POWER_FORWARD: 'POWER FORWARD'>],spellom01,26,Team.ATLANTA_HAWKS,31
25,62,229,36,125,4,70,44,0,96,32,43,673,Nik Stauskas,10,31,267,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],stausni01,14,Team.PORTLAND_TRAIL_BLAZERS,40
25,19,109,28,63,3,39,24,0,40,25,27,342,Nik Stauskas,8,19,132,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],stausni01,7,Team.CLEVELAND_CAVALIERS,11
28,0,2,0,0,0,0,1,0,1,0,0,7,D.J. Stephens,0,0,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],stephdj01,1,Team.MEMPHIS_GRIZZLIES,1
28,140,432,73,197,7,183,68,3,184,50,73,1123,Lance Stephenson,32,111,491,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],stephla01,41,Team.LOS_ANGELES_LAKERS,86
23,10,64,24,27,5,15,23,2,22,15,7,210,Edmond Sumner,9,26,66,[<Position.POINT_GUARD: 'POINT GUARD'>],sumneed01,12,Team.INDIANA_PACERS,10
21,7,44,7,5,0,39,18,0,14,6,1,145,Caleb Swanigan,13,22,35,[<Position.POWER_FORWARD: 'POWER FORWARD'>],swanica01,4,Team.PORTLAND_TRAIL_BLAZERS,16
21,4,9,2,2,1,8,3,0,4,0,0,33,Caleb Swanigan,4,6,8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],swanica01,2,Team.SACRAMENTO_KINGS,2
20,168,1036,228,311,57,407,79,79,466,195,116,2455,Jayson Tatum,70,168,1243,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],tatumja01,84,Team.BOSTON_CELTICS,122
30,343,416,153,105,18,90,42,41,176,123,35,1264,Jeff Teague,16,90,510,[<Position.POINT_GUARD: 'POINT GUARD'>],teaguje01,43,Team.MINNESOTA_TIMBERWOLVES,97
32,69,387,76,210,25,134,49,49,166,57,74,1530,Garrett Temple,18,134,463,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],templga01,50,Team.MEMPHIS_GRIZZLIES,54
32,37,106,31,54,5,54,26,6,42,23,16,510,Garrett Temple,10,70,123,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],templga01,26,Team.LOS_ANGELES_CLIPPERS,16
31,32,40,7,27,1,13,15,0,17,4,10,150,Miloš Teodosić,3,27,48,[<Position.POINT_GUARD: 'POINT GUARD'>],teodomi01,3,Team.LOS_ANGELES_CLIPPERS,21
23,12,39,6,17,2,5,14,0,12,3,4,111,Jared Terrell,1,16,31,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],terreja01,3,Team.MINNESOTA_TIMBERWOLVES,10
22,1,6,2,0,0,4,2,0,4,1,0,20,Emanuel Terry,2,4,9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],terryem01,3,Team.PHOENIX_SUNS,2
22,1,1,2,0,0,0,1,0,0,1,0,3,Emanuel Terry,1,0,1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],terryem01,0,Team.MIAMI_HEAT,0
26,68,266,76,67,42,138,66,2,146,56,26,908,Daniel Theis,87,161,374,[<Position.CENTER: 'CENTER'>],theisda01,21,Team.BOSTON_CELTICS,33
29,23,99,27,43,1,8,12,0,34,17,12,181,Isaiah Thomas,5,17,97,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],thomais02,5,Team.DENVER_NUGGETS,18
22,8,69,11,35,5,16,26,0,22,7,10,195,Khyri Thomas,4,22,61,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],thomakh01,7,Team.DETROIT_PISTONS,4
30,27,197,36,79,7,96,46,17,78,27,22,783,Lance Thomas,21,83,205,[<Position.POWER_FORWARD: 'POWER FORWARD'>],thomala01,17,Team.NEW_YORK_KNICKS,24
28,186,1402,158,599,47,262,78,78,655,129,241,2652,Klay Thompson,37,157,1680,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],thompkl01,84,Team.GOLDEN_STATE_WARRIORS,115
27,86,380,106,0,16,265,43,40,201,68,0,1198,Tristan Thompson,173,89,470,[<Position.CENTER: 'CENTER'>],thomptr01,28,Team.CLEVELAND_CAVALIERS,59
24,18,49,34,15,7,39,64,1,17,25,3,313,Sindarius Thornwell,5,41,62,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],thornsi01,14,Team.LOS_ANGELES_CLIPPERS,20
33,46,259,60,215,21,162,65,0,99,47,81,1079,Anthony Tolliver,15,91,326,[<Position.POWER_FORWARD: 'POWER FORWARD'>],tollian01,17,Team.MINNESOTA_TIMBERWOLVES,36
23,259,1314,450,355,125,691,77,77,681,376,142,2545,Karl-Anthony Towns,263,292,1880,[<Position.CENTER: 'CENTER'>],townska01,67,Team.MINNESOTA_TIMBERWOLVES,240
20,5,50,7,21,2,10,15,1,16,3,5,111,Gary Trent Jr.,1,4,40,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],trentga02,1,Team.PORTLAND_TRAIL_BLAZERS,4
23,119,518,223,132,14,166,64,3,232,179,52,1459,Allonzo Trier,31,117,695,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],trieral01,28,Team.NEW_YORK_KNICKS,116
33,96,523,59,387,39,358,82,82,207,41,146,2802,P.J. Tucker,121,252,601,[<Position.POWER_FORWARD: 'POWER FORWARD'>],tuckepj01,132,Team.HOUSTON_ROCKETS,63
30,283,443,106,52,18,291,73,2,204,75,11,1605,Evan Turner,37,110,494,[<Position.POINT_GUARD: 'POINT GUARD'>],turneev01,33,Team.PORTLAND_TRAIL_BLAZERS,114
